Orthogroup	DERE.longest_only	CQUI.longest_only
OG0004459	LOC6545378|XP_026832604.1|DERE	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC6543617|XP_001972948.1|DERE	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC6544311|XP_001973073.1|DERE	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC6545354|XP_001973294.1|DERE	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC6544107|XP_026832495.1|DERE	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC6545563|XP_001972667.1|DERE	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC6545338|XP_001973303.1|DERE	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC6545348|XP_001973288.2|DERE	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC6545800|XP_001973428.1|DERE	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC6545887|XP_001973429.1|DERE	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC6544558|XP_026833356.1|DERE	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC6549430|XP_001974401.3|DERE	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC6555299|XP_001982320.1|DERE	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC6542594|XP_001969162.1|DERE	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC26526369|XP_015012791.1|DERE	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC6546925|XP_001975996.1|DERE	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC6552581|XP_001980332.1|DERE	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC6540901|XP_026834731.1|DERE	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC6541995|XP_001970500.1|DERE	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC6549538|XP_026836863.1|DERE	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC6548004|XP_001976499.2|DERE	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC6549932|XP_001978680.1|DERE	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC6547041|XP_026835683.1|DERE	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC6555130|XP_026831577.1|DERE	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC6547990|XP_001976492.1|DERE	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC6553247|XP_001979067.1|DERE	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC6555737|XP_001982506.3|DERE	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC6546743|XP_001974536.1|DERE	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC6543698|XP_001972972.2|DERE	LOC6039882|XP_001849382.1|CQUI
OG0004489	LOC6545422|XP_001971166.1|DERE	LOC119769130|XP_038116959.1|CQUI
OG0004490	LOC6546673|XP_001975866.2|DERE	LOC119769609|XP_038118647.1|CQUI
OG0004504	LOC6544655|XP_026833048.1|DERE	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC6552697|XP_026839673.1|DERE	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC6554319|XP_026832122.1|DERE	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC6553246|XP_001979066.2|DERE	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC6555401|XP_001981651.2|DERE	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC6544728|XP_001972412.1|DERE	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC6549996|XP_001977462.2|DERE	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC6554265|XP_026833443.1|DERE	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC6555831|XP_026839184.1|DERE	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC6555856|XP_026838998.1|DERE	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC6555809|XP_001982726.2|DERE	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC6550227|XP_001978195.1|DERE	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC6551358|XP_001978371.2|DERE	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC6549897|XP_026838464.1|DERE	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC6550713|XP_026838403.1|DERE	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC6554951|XP_001981372.1|DERE	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC6550673|XP_026838154.1|DERE	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC6542908|XP_001970794.1|DERE	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC6549939|XP_001977397.1|DERE	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC6554860|XP_001981104.2|DERE	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC6551235|XP_001976737.1|DERE	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC6551128|XP_026838350.1|DERE	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC6551204|XP_015010991.1|DERE	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC6551224|XP_001976740.1|DERE	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC6551206|XP_001977013.2|DERE	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC6550561|XP_001977939.1|DERE	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC6555181|XP_015009351.1|DERE	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC6550717|XP_001978099.3|DERE	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC6551000|XP_001978316.1|DERE	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC6548424|XP_001975335.1|DERE	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC6544527|XP_001973053.1|DERE	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC6549756|XP_026838369.1|DERE	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC6551690|XP_001978486.1|DERE	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC6547894|XP_015012655.1|DERE	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC6553694|XP_026831642.1|DERE	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC6551397|XP_001977209.1|DERE	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC6546998|XP_026836889.1|DERE	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC6549848|XP_001977354.1|DERE	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC6551119|XP_015010999.1|DERE	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC6555675|XP_001982392.1|DERE	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC6555200|XP_026831997.1|DERE	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC6549361|XP_001975790.1|DERE	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC6555658|XP_026837590.1|DERE	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC6550357|XP_015010764.1|DERE	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC6555511|XP_026838954.1|DERE	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC6551562|XP_001978601.1|DERE	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC6547600|XP_001974899.1|DERE	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC6550283|XP_015010778.1|DERE	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC6545731|XP_001971625.1|DERE	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC6550770|XP_001976752.1|DERE	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC6550771|XP_001976753.1|DERE	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC6550213|XP_001977724.1|DERE	LOC6050817|XP_001867349.2|CQUI
OG0004557	LOC6550883|XP_001976830.2|DERE	LOC6051312|XP_038113046.1|CQUI
OG0004558	LOC6549838|XP_001978735.1|DERE	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC6554249|XP_001982098.1|DERE	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC6542498|XP_001970955.2|DERE	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC6552861|XP_026839766.1|DERE	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC6554912|XP_001982234.1|DERE	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC6553001|XP_015010169.1|DERE	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC6553848|XP_001979480.1|DERE	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC6552865|XP_026838333.1|DERE	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC6551404|XP_001977223.1|DERE	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC6551739|XP_015010580.1|DERE	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC6555638|XP_001982521.1|DERE	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC6552149|XP_015009508.1|DERE	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC6548646|XP_001975386.1|DERE	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC6550163|XP_001977673.1|DERE	LOC6048970|XP_038111393.1|CQUI
OG0004572	LOC6540656|XP_001968671.1|DERE	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	LOC6551793|XP_001979618.1|DERE	LOC6041275|XP_038104486.1|CQUI
OG0004574	LOC6551171|XP_001977046.1|DERE	LOC6044158|XP_001861707.1|CQUI
OG0004575	LOC6551172|XP_001977047.1|DERE	LOC6044160|XP_038114472.1|CQUI
OG0004576	LOC6552911|XP_026837155.1|DERE	LOC6049186|XP_001865990.1|CQUI
OG0004577	LOC6553427|XP_001980237.1|DERE	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC6551695|XP_026838736.1|DERE	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC6542619|XP_015015157.1|DERE	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC6553586|XP_001980282.1|DERE	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC6553035|XP_001980040.3|DERE	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC6554965|XP_001981137.3|DERE	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC6549743|XP_001977346.1|DERE	LOC6052125|XP_038104612.1|CQUI
OG0004584	LOC6549107|XP_001975572.1|DERE	LOC6052126|XP_001868442.2|CQUI
OG0004585	LOC6554473|XP_001981286.1|DERE	LOC119765345|XP_038104987.1|CQUI
OG0004586	LOC6551197|XP_001976929.1|DERE	LOC6050929|XP_038104034.1|CQUI
OG0004587	LOC6554809|XP_026839707.1|DERE	LOC6045948|XP_038105657.1|CQUI
OG0004588	LOC6554864|XP_026839724.1|DERE	LOC6045954|XP_001863228.1|CQUI
OG0004589	LOC6549696|XP_026837616.1|DERE	LOC6045348|XP_038104219.1|CQUI
OG0004590	LOC6554552|XP_015009075.1|DERE	LOC6035104|XP_038122870.1|CQUI
OG0004591	LOC6554556|XP_001981316.1|DERE	LOC6035105|XP_038105687.1|CQUI
OG0004592	LOC6550581|XP_001978182.1|DERE	LOC6035111|XP_038113017.1|CQUI
OG0004593	LOC6551356|XP_001977059.1|DERE	LOC6035120|XP_038105529.1|CQUI
OG0004594	LOC6549688|XP_026838242.1|DERE	LOC6040457|XP_038110915.1|CQUI
OG0004595	LOC6550800|XP_026837610.1|DERE	LOC6040461|XP_001849848.2|CQUI
OG0004596	LOC6555672|XP_001982390.1|DERE	LOC6052837|XP_038104294.1|CQUI
OG0004597	LOC6550165|XP_001977603.1|DERE	LOC6046918|XP_001864043.2|CQUI
OG0004598	LOC6544215|XP_001973031.1|DERE	LOC119767056|XP_038110423.1|CQUI
OG0004599	LOC6541806|XP_001968580.2|DERE	LOC6035348|XP_001845559.2|CQUI
OG0004600	LOC6551321|XP_001977086.1|DERE	LOC6048191|XP_001865145.1|CQUI
OG0004601	LOC6551344|XP_001977078.2|DERE	LOC6052430|XP_038104097.1|CQUI
OG0004602	LOC6551593|XP_001977262.2|DERE	LOC6044995|XP_001862419.2|CQUI
OG0004603	LOC6541500|XP_001968192.1|DERE	LOC6044768|XP_001862228.2|CQUI
OG0004604	LOC6549851|XP_001977357.2|DERE	LOC6044773|XP_001862232.2|CQUI
OG0004605	LOC6549804|XP_001977327.2|DERE	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI
OG0004606	LOC6553939|XP_001979490.1|DERE	LOC6040734|XP_038107461.1|CQUI
OG0004607	LOC6550904|XP_026837609.1|DERE	LOC6039036|XP_038105073.1|CQUI
OG0004608	LOC6549992|XP_015011095.1|DERE	LOC6039054|XP_038105592.1|CQUI
OG0004609	LOC6550482|XP_026837403.1|DERE	LOC6045132|XP_001862534.1|CQUI
OG0004610	LOC6555032|XP_001981174.1|DERE	LOC6045381|XP_038104655.1|CQUI
OG0004611	LOC6555349|XP_026839580.1|DERE	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC6555348|XP_001981198.1|DERE	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC6553036|XP_026833994.1|DERE	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC6551029|XP_001978248.1|DERE	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC6550909|XP_015010975.1|DERE	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC6549888|XP_001977365.1|DERE	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC6548265|XP_001974111.1|DERE	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC6555134|XP_001982249.2|DERE	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC6555411|XP_001982331.1|DERE	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC6553803|XP_001979560.2|DERE	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC6553984|XP_001980499.1|DERE	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC6551857|XP_015009706.1|DERE	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC6554540|XP_001981325.1|DERE	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC6550568|XP_026837284.1|DERE	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC6555726|XP_026838933.1|DERE	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC6543636|XP_026833988.1|DERE	LOC6054024|XP_038115572.1|CQUI
OG0004628	LOC6555680|XP_001982540.1|DERE	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC6552774|XP_026835874.1|DERE	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC6554478|XP_015009077.1|DERE	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC6551834|XP_001979631.1|DERE	LOC6048768|XP_001865645.1|CQUI
OG0004632	LOC6551835|XP_026834575.1|DERE	LOC6048779|XP_038109334.1|CQUI
OG0004633	LOC6554593|XP_001981328.2|DERE	LOC6045007|XP_038116758.1|CQUI
OG0004634	LOC6554656|XP_026839513.1|DERE	LOC6051445|XP_001867883.2|CQUI
OG0004635	LOC6549777|XP_001977308.2|DERE	LOC6051832|XP_038105109.1|CQUI
OG0004636	LOC6550211|XP_001977722.2|DERE	LOC6038486|XP_038105456.1|CQUI
OG0004637	LOC6555520|XP_026838893.1|DERE	LOC6035139|XP_038104086.1|CQUI
OG0004639	LOC6555081|XP_001981597.1|DERE	LOC6038658|XP_038104660.1|CQUI
OG0004640	LOC6555083|XP_001981599.2|DERE	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC6551071|XP_001978292.1|DERE	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC6544626|XP_001972201.1|DERE	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC6552590|XP_015010035.1|DERE	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC6550389|XP_001977771.1|DERE	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC6540783|XP_001968186.1|DERE	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC6550719|XP_001978101.1|DERE	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC6550646|XP_001978134.3|DERE	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC6541148|XP_001969861.1|DERE	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC6552239|XP_001979751.3|DERE	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC6554176|XP_026832615.1|DERE	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC6543692|XP_001973703.1|DERE	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC6541180|XP_001968370.2|DERE	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC6555306|XP_026839755.1|DERE	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC6550119|XP_001977656.1|DERE	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC6553563|XP_001979343.1|DERE	LOC6034771|XP_038105085.1|CQUI
OG0004658	LOC6552039|XP_001980684.1|DERE	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI
OG0004659	LOC6554241|XP_001982150.1|DERE	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC6555257|XP_001982298.2|DERE	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC6552241|XP_001979753.1|DERE	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC6553242|XP_001980197.1|DERE	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC6550942|XP_026838135.1|DERE	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC6550943|XP_026837435.1|DERE	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC6550882|XP_001976829.1|DERE	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC6552275|XP_026831921.1|DERE	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC6552269|XP_001980750.1|DERE	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC6550714|XP_026837915.1|DERE	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC6542465|XP_001970090.1|DERE	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC6554310|XP_001981741.3|DERE	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC6553729|XP_001980398.1|DERE	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC6552765|XP_026831790.1|DERE	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC6555483|XP_026834134.1|DERE	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC6554452|XP_001981520.1|DERE	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC6554510|XP_026831586.1|DERE	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC6552800|XP_001979028.1|DERE	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC6555001|XP_026839587.1|DERE	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC6555002|XP_001982057.1|DERE	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC6553898|XP_026839582.1|DERE	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC6552966|XP_001980967.1|DERE	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC6543491|XP_001968681.2|DERE	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC6553634|XP_001980317.1|DERE	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC6552264|XP_001980745.1|DERE	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC6554628|XP_001981350.1|DERE	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC6552466|XP_001980884.1|DERE	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC6554624|XP_001981346.1|DERE	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC6551976|XP_001980661.1|DERE	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC6554174|XP_001982116.1|DERE	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC6553181|XP_001979100.1|DERE	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC6555014|XP_001981396.1|DERE	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC6555376|XP_026836498.1|DERE	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC6555372|XP_001982087.1|DERE	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC6555338|XP_001981863.1|DERE	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC6554512|XP_015009353.1|DERE	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC6553446|XP_001979373.1|DERE	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC6550618|XP_001978003.1|DERE	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC6550028|XP_001977494.1|DERE	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC6551979|XP_001980664.2|DERE	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC6552092|XP_001978803.2|DERE	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC6553557|XP_001979337.1|DERE	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC6555078|XP_001982069.1|DERE	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC6554166|XP_015009312.1|DERE	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC6554544|XP_001981946.1|DERE	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC6552368|XP_001980776.1|DERE	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC6543763|XP_026833630.1|DERE	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC6542584|XP_001970086.1|DERE	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC6553609|XP_026839311.1|DERE	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC6552959|XP_001981027.1|DERE	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC6552525|XP_001979917.2|DERE	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC6555192|XP_001981628.1|DERE	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC6553616|XP_001980245.1|DERE	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC6555022|XP_026839651.1|DERE	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC26527086|XP_015009421.1|DERE	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC6540655|XP_026834097.1|DERE	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC6554979|XP_026834045.1|DERE	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC6551582|XP_026838481.1|DERE	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC6542956|XP_001968552.1|DERE	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC6555131|XP_026832966.1|DERE	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC6555074|XP_001982065.1|DERE	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC6554867|XP_001981363.1|DERE	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC6553863|XP_001979606.1|DERE	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC6555190|XP_001981626.1|DERE	LOC6032650|XP_038104199.1|CQUI
OG0004726	LOC6554515|XP_001981529.1|DERE	LOC6032660|XP_038104648.1|CQUI
OG0004727	LOC6554435|XP_015009315.2|DERE	LOC6046598|XP_038104662.1|CQUI
OG0004728	LOC6553726|XP_001980395.1|DERE	LOC6042430|XP_001851545.1|CQUI
OG0004729	LOC6550866|XP_001978226.1|DERE	LOC6037482|XP_001847392.1|CQUI
OG0004730	LOC6542412|XP_001970059.1|DERE	LOC6037484|XP_001847394.2|CQUI
OG0004731	LOC6554073|XP_001979583.1|DERE	LOC6031661|XP_001842407.1|CQUI
OG0004732	LOC6551949|XP_001980703.1|DERE	LOC6046292|XP_038109784.1|CQUI
OG0004733	LOC6552327|XP_001979786.1|DERE	LOC6046295|XP_001863520.1|CQUI
OG0004734	LOC6555392|XP_001982348.2|DERE	LOC6046299|XP_001863524.2|CQUI
OG0004735	LOC6554571|XP_015009131.1|DERE	LOC6039070|XP_038122825.1|CQUI
OG0004736	LOC6555098|XP_015009039.1|DERE	LOC6048415|XP_038117705.1|CQUI
OG0004737	LOC6552114|XP_001978810.1|DERE	LOC6039929|XP_001849427.1|CQUI
OG0004738	LOC6552115|XP_001978811.2|DERE	LOC6039931|XP_001849429.2|CQUI
OG0004739	LOC6554338|XP_001982102.1|DERE	LOC6039934|XP_001849431.2|CQUI
OG0004740	LOC6554483|XP_001981928.1|DERE	LOC6033684|XP_001844110.2|CQUI
OG0004741	LOC6553862|XP_026831807.1|DERE	LOC6033683|XP_001844109.1|CQUI
OG0004742	LOC6555843|XP_026839167.1|DERE	LOC6033676|XP_038108765.1|CQUI
OG0004743	LOC6553902|XP_001979575.1|DERE	LOC6035507|XP_001845677.2|CQUI
OG0004744	LOC6543303|XP_001968952.1|DERE	LOC6035527|XP_001845692.2|CQUI
OG0004745	LOC6552371|XP_001978882.1|DERE	LOC119768951|XP_038116720.1|CQUI
OG0004746	LOC6554056|XP_001980497.1|DERE	LOC6034950|XP_038105446.1|CQUI
OG0004747	LOC6554057|XP_015009895.1|DERE	LOC6034945|XP_001845206.2|CQUI
OG0004748	LOC6554054|XP_026831679.1|DERE	LOC6034937|XP_038122916.1|CQUI
OG0004749	LOC6553599|XP_026835097.1|DERE	LOC6037416|XP_038116787.1|CQUI
OG0004750	LOC6555413|XP_001982333.1|DERE	LOC6033696|XP_001844121.1|CQUI
OG0004751	LOC6553093|XP_015010171.1|DERE	LOC6033701|XP_001844124.2|CQUI
OG0004752	LOC6555045|XP_001981615.1|DERE	LOC6033703|XP_001844126.1|CQUI
OG0004753	LOC6554154|XP_015008959.1|DERE	LOC6033704|XP_001844127.2|CQUI
OG0004754	LOC6554325|XP_001981484.1|DERE	LOC6033705|XP_001844128.1|CQUI
OG0004755	LOC6553757|XP_001979417.1|DERE	LOC6033712|XP_038117221.1|CQUI
OG0004756	LOC6553687|XP_001979418.1|DERE	LOC6033713|XP_001844134.2|CQUI
OG0004757	LOC6552579|XP_026831740.1|DERE	LOC6033720|XP_038105297.1|CQUI
OG0004758	LOC6552001|XP_026839532.1|DERE	LOC6039195|XP_038122528.1|CQUI
OG0004759	LOC6552792|XP_015010047.1|DERE	LOC6039198|XP_038122984.1|CQUI
OG0004760	LOC6552651|XP_001979911.1|DERE	LOC6039201|XP_038105092.1|CQUI
OG0004761	LOC6552237|XP_001979802.1|DERE	LOC6039606|XP_038112004.1|CQUI
OG0004762	LOC6540859|XP_001970035.1|DERE	LOC6038054|XP_038114918.1|CQUI
OG0004763	LOC6551853|XP_001979650.1|DERE	LOC6038059|XP_038105125.1|CQUI
OG0004764	LOC6552606|XP_001979886.1|DERE	LOC6040682|XP_038104175.1|CQUI
OG0004765	LOC6554497|XP_001981942.2|DERE	LOC6040686|XP_038114839.1|CQUI
OG0004766	LOC6554708|XP_001981958.1|DERE	LOC6037332|XP_038116156.1|CQUI
OG0004767	LOC6552154|XP_001978827.1|DERE	LOC6037471|XP_001847378.2|CQUI
OG0004768	LOC6552175|XP_001978829.1|DERE	LOC6032709|XP_038115999.1|CQUI
OG0004769	LOC6548805|XP_001974085.1|DERE	LOC6035385|XP_038104454.1|CQUI
OG0004770	LOC6551742|XP_001979692.1|DERE	LOC6035386|XP_001845587.1|CQUI
OG0004771	LOC6554116|XP_001981271.1|DERE	LOC6035384|XP_001845585.2|CQUI
OG0004772	LOC6552969|XP_001980970.1|DERE	LOC6036804|XP_001846798.1|CQUI
OG0004773	LOC6553437|XP_001979387.1|DERE	LOC6035078|XP_001845313.2|CQUI
OG0004774	LOC6553651|XP_026831708.1|DERE	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC6553876|XP_026832369.1|DERE	LOC6035072|XP_038105378.1|CQUI
