Orthogroup	DSUP.longest_only	DMIR.longest_only
OG0005480	LOC119547626|XP_037710481.1|DSUP	LOC108162414|XP_017152630.1|DMIR
OG0005481	LOC119547267|XP_037709977.1|DSUP	LOC108162820|XP_017153225.1|DMIR
OG0005482	LOC119546137|XP_037708169.1|DSUP	LOC108162818|XP_033249635.1|DMIR
OG0005483	LOC119563370|XP_037732649.1|DSUP	LOC108156528|XP_017143523.1|DMIR
OG0005484	LOC119547552|XP_037710379.1|DSUP	LOC108164211|XP_033249915.1|DMIR
OG0005485	LOC119551047|XP_037716086.1|DSUP	LOC108160895|XP_017150654.1|DMIR, LOC117191995|XP_033252610.1|DMIR
OG0005486	LOC119551193|XP_037716322.1|DSUP	LOC108159719|XP_017148729.2|DMIR, LOC117187890|XP_033246715.1|DMIR
OG0005487	LOC119546244|XP_037708323.1|DSUP	LOC108161987|XP_017151942.1|DMIR
OG0005488	LOC119548241|XP_037711309.1|DSUP	LOC108163118|XP_017153713.2|DMIR
OG0005489	LOC119546449|XP_037708651.1|DSUP	LOC108162995|XP_017153498.1|DMIR
OG0005490	LOC119548339|XP_037711473.1|DSUP	LOC108162993|XP_017153495.1|DMIR
OG0005491	LOC119548186|XP_037711230.1|DSUP	LOC108162769|XP_017153153.1|DMIR
OG0005492	LOC119546775|XP_037709255.1|DSUP	LOC108163263|XP_017153922.1|DMIR
OG0005493	LOC119547135|XP_037709775.1|DSUP	LOC108161514|XP_017151280.1|DMIR
OG0005494	LOC119550774|XP_037715631.1|DSUP	LOC108159404|XP_017148134.1|DMIR, LOC117192247|XP_033252802.1|DMIR
OG0005495	LOC119551459|XP_037716735.1|DSUP	LOC108160404|XP_017149884.1|DMIR
OG0005496	LOC119563523|XP_037732920.1|DSUP	LOC108155666|XP_017142118.1|DMIR
OG0005497	LOC119547528|XP_037710349.1|DSUP	LOC108162001|XP_017151972.1|DMIR
OG0005498	LOC119547530|XP_037710352.1|DSUP	LOC108162005|XP_017151979.1|DMIR
OG0005499	LOC119548804|XP_037712311.1|DSUP	LOC108161999|XP_017151968.1|DMIR
OG0005500	LOC119548806|XP_037712316.1|DSUP	LOC108162007|XP_017151981.1|DMIR
OG0005501	LOC119545928|XP_037707774.1|DSUP	LOC108162756|XP_017153126.1|DMIR
OG0005502	LOC119545929|XP_037707775.1|DSUP	LOC108162757|XP_017153127.1|DMIR
OG0005503	LOC119546229|XP_037708297.1|DSUP	LOC108161857|XP_033248821.1|DMIR
OG0005504	LOC119548260|XP_037711333.1|DSUP	LOC108162675|XP_017153006.1|DMIR
OG0005506	LOC119546134|XP_037708164.1|DSUP	LOC108162886|XP_017153332.1|DMIR
OG0005507	LOC119546012|XP_037707944.1|DSUP	LOC108163934|XP_017154955.1|DMIR
OG0005508	LOC119547022|XP_037709621.1|DSUP	LOC108163150|XP_033248441.1|DMIR
OG0005509	LOC119548381|XP_037711530.1|DSUP	LOC108162653|XP_017152975.1|DMIR
OG0005510	LOC119548642|XP_037711972.1|DSUP, LOC119548641|XP_037711969.1|DSUP	LOC108163744|XP_017154700.2|DMIR
OG0005511	LOC119557091|XP_037725578.1|DSUP	LOC108157780|XP_017145462.1|DMIR
OG0005512	LOC119563130|XP_037732307.1|DSUP	LOC108157570|XP_017145178.1|DMIR
OG0005513	LOC119556858|XP_037725257.1|DSUP	LOC108163766|XP_017154730.1|DMIR
OG0005514	LOC119560622|XP_037730089.1|DSUP	LOC108156886|XP_017144110.1|DMIR
OG0005515	LOC119550217|XP_037714707.1|DSUP	LOC117185696|XP_033250994.1|DMIR, LOC108158149|XP_017145858.2|DMIR
OG0005516	LOC119546781|XP_037709264.1|DSUP	LOC108163370|XP_017154111.2|DMIR
OG0005517	LOC119546171|XP_037708219.1|DSUP	LOC108163293|XP_033249422.1|DMIR
OG0005518	LOC119546003|XP_037707932.1|DSUP	LOC108164264|XP_017155395.1|DMIR
OG0005519	LOC119550732|XP_037715573.1|DSUP	LOC108160411|XP_017149895.1|DMIR, LOC117190817|XP_033251748.1|DMIR
OG0005520	LOC119547394|XP_037710171.1|DSUP	LOC108164008|XP_033248474.1|DMIR
OG0005521	LOC119547396|XP_037710174.1|DSUP	LOC108163830|XP_017154819.1|DMIR
OG0005522	LOC119555232|XP_037722440.1|DSUP	LOC108152442|XP_033242501.1|DMIR
OG0005523	LOC119548235|XP_037711304.1|DSUP	LOC108161800|XP_017151639.2|DMIR
OG0005524	LOC119546473|XP_037708685.1|DSUP	LOC108161421|XP_017151170.1|DMIR
OG0005525	LOC119548300|XP_037711396.1|DSUP	LOC108162968|XP_017153456.1|DMIR
OG0005526	LOC119548523|XP_037711743.1|DSUP	LOC108161323|XP_017151043.2|DMIR
OG0005527	LOC119550706|XP_037715923.1|DSUP	LOC108164437|XP_017155624.1|DMIR
OG0005528	LOC119546380|XP_037708542.1|DSUP	LOC108163186|XP_017153813.1|DMIR
OG0005529	LOC119546596|XP_037708947.1|DSUP	LOC108163509|XP_017154328.1|DMIR
OG0005530	LOC119547685|XP_037710573.1|DSUP	LOC108163307|XP_017154012.1|DMIR
OG0005531	LOC119552772|XP_037718508.1|DSUP	LOC108152151|XP_017136757.1|DMIR
OG0005532	LOC119557818|XP_037726686.1|DSUP, LOC119546484|XP_037708704.1|DSUP	LOC108162464|XP_017152701.1|DMIR
OG0005533	LOC119547785|XP_037710723.1|DSUP	LOC108161719|XP_017151528.1|DMIR
OG0005534	LOC119555350|XP_037722616.1|DSUP	LOC108151217|XP_017135187.1|DMIR
OG0005535	LOC119548408|XP_037711575.1|DSUP	LOC108162424|XP_017152640.1|DMIR
OG0005536	LOC119546994|XP_037709586.1|DSUP	LOC108162725|XP_017153082.1|DMIR
OG0005537	LOC119547889|XP_037710854.1|DSUP, LOC119546095|XP_037708104.1|DSUP	LOC108163734|XP_017154681.1|DMIR
OG0005538	LOC119546984|XP_037709565.1|DSUP	LOC108163339|XP_017154065.1|DMIR
OG0005539	LOC119548110|XP_037711131.1|DSUP	LOC108161736|XP_017151549.1|DMIR
OG0005540	LOC119546939|XP_037709504.1|DSUP	LOC108163584|XP_017154445.1|DMIR
OG0005541	LOC119548276|XP_037711367.1|DSUP	LOC108161697|XP_017151498.1|DMIR
OG0005542	LOC119555318|XP_037722570.1|DSUP	LOC108151176|XP_017135096.2|DMIR
OG0005543	LOC119545973|XP_037707869.1|DSUP	LOC108163222|XP_017153866.1|DMIR
OG0005544	LOC119546561|XP_037708857.1|DSUP	LOC108162346|XP_017152534.1|DMIR
OG0005545	LOC119548526|XP_037711745.1|DSUP	LOC108163770|XP_017154735.1|DMIR
OG0005546	LOC119546269|XP_037708370.1|DSUP	LOC108161797|XP_017151636.2|DMIR
OG0005547	LOC119546535|XP_037708805.1|DSUP	LOC108161778|XP_033249962.1|DMIR
OG0005548	LOC119546602|XP_037708963.1|DSUP	LOC108161775|XP_017151603.2|DMIR
OG0005549	LOC119547500|XP_037710320.1|DSUP	LOC108163552|XP_017154403.1|DMIR
OG0005550	LOC119546029|XP_037707973.1|DSUP	LOC108163126|XP_017153726.1|DMIR
OG0005551	LOC119551775|XP_037717230.1|DSUP	LOC117187920|XP_033246766.1|DMIR, LOC108158466|XP_017146246.2|DMIR
OG0005552	LOC119550876|XP_037715790.1|DSUP	LOC117189484|XP_033250513.1|DMIR, LOC108160306|XP_017149708.1|DMIR
OG0005553	LOC119546392|XP_037708562.1|DSUP	LOC108162673|XP_017153005.1|DMIR
OG0005554	LOC119548558|XP_037711793.1|DSUP	LOC108162722|XP_033250079.1|DMIR
OG0005555	LOC119548169|XP_037711208.1|DSUP	LOC108161758|XP_017151581.1|DMIR
OG0005556	LOC119548008|XP_037711001.1|DSUP	LOC108161755|XP_017151576.1|DMIR
OG0005557	LOC119547348|XP_037710089.1|DSUP	LOC108164028|XP_017155092.1|DMIR
OG0005558	LOC119556177|XP_037724027.1|DSUP	LOC108158844|XP_033243964.1|DMIR
OG0005559	LOC119546690|XP_037709096.1|DSUP	LOC108163218|XP_017153861.1|DMIR
OG0005560	LOC119546055|XP_037708048.1|DSUP	LOC108163299|XP_017153998.1|DMIR
OG0005561	LOC119557589|XP_037726318.1|DSUP	LOC108152520|XP_017137408.1|DMIR
OG0005562	LOC119546096|XP_037708105.1|DSUP	LOC108163649|XP_017154548.1|DMIR
OG0005563	LOC119562898|XP_037731955.1|DSUP	LOC108164458|XP_017155673.1|DMIR
OG0005564	LOC119548784|XP_037712276.1|DSUP	LOC108161315|XP_017151024.2|DMIR
OG0005565	LOC119548821|XP_037712363.1|DSUP	LOC108162027|XP_017152034.1|DMIR
OG0005566	LOC119548822|XP_037712364.1|DSUP	LOC108162028|XP_017152035.1|DMIR
OG0005567	LOC119562851|XP_037731900.1|DSUP	LOC108154055|XP_017139636.1|DMIR
OG0005568	LOC119546744|XP_037709170.1|DSUP	LOC108161958|XP_017151906.2|DMIR
OG0005569	LOC119548009|XP_037711003.1|DSUP	LOC108163783|XP_017154751.1|DMIR
OG0005570	LOC119546448|XP_037708650.1|DSUP	LOC108162994|XP_017153496.1|DMIR
OG0005571	LOC119550851|XP_037715748.1|DSUP	LOC108159179|XP_017147717.1|DMIR, LOC117190098|XP_033251074.1|DMIR
OG0005572	LOC119552004|XP_037717659.1|DSUP	LOC108159068|XP_017147503.1|DMIR
OG0005573	LOC119549972|XP_037714300.1|DSUP	LOC108155390|XP_017141659.1|DMIR
OG0005574	LOC119551474|XP_037716761.1|DSUP	LOC108158101|XP_017145757.1|DMIR
OG0005575	LOC119545818|XP_037707641.1|DSUP	LOC108157536|XP_017145128.1|DMIR
OG0005576	LOC119548998|XP_037712532.1|DSUP	LOC108158800|XP_017146976.2|DMIR, LOC117188163|XP_033247492.1|DMIR
OG0005577	LOC119555662|XP_037723177.1|DSUP	LOC108151411|XP_017135489.1|DMIR
OG0005578	LOC119554020|XP_037720663.1|DSUP	LOC108151577|XP_017135742.1|DMIR
OG0005579	LOC119554021|XP_037720664.1|DSUP	LOC108151578|XP_017135743.1|DMIR
OG0005580	LOC119553252|XP_037719457.1|DSUP	LOC108152032|XP_017136512.1|DMIR
OG0005581	LOC119557975|XP_037726970.1|DSUP	LOC108164678|XP_033245238.1|DMIR
OG0005582	LOC119553800|XP_037720343.1|DSUP	LOC108152832|XP_017137926.1|DMIR
OG0005583	LOC119554690|XP_037721619.1|DSUP	LOC108153042|XP_017138291.1|DMIR
OG0005584	LOC119562598|XP_037731756.1|DSUP	LOC108163556|XP_017154410.1|DMIR
OG0005585	LOC119559944|XP_037729099.1|DSUP	LOC108155741|XP_017142248.1|DMIR
OG0005586	LOC119560992|XP_037730700.1|DSUP	LOC108157339|XP_017144846.1|DMIR
OG0005587	LOC119548014|XP_037711012.1|DSUP	LOC108162890|XP_017153344.1|DMIR
OG0005588	LOC119553246|XP_037719449.1|DSUP	LOC108151813|XP_017136155.1|DMIR
OG0005589	LOC119563268|XP_037732516.1|DSUP	LOC108155211|XP_017141384.1|DMIR
OG0005590	LOC119549742|XP_037713911.1|DSUP	LOC108160587|XP_017150170.1|DMIR
OG0005591	LOC119557197|XP_037725778.1|DSUP	LOC108155109|XP_017141236.1|DMIR
OG0005592	LOC119556307|XP_037724321.1|DSUP	LOC108155136|XP_017141279.1|DMIR
OG0005593	LOC119553295|XP_037719540.1|DSUP	LOC108151031|XP_017134879.1|DMIR
OG0005594	LOC119552573|XP_037718126.1|DSUP	LOC108152795|XP_017137866.1|DMIR
OG0005595	LOC119552572|XP_037718125.1|DSUP	LOC108152794|XP_017137865.1|DMIR
OG0005596	LOC119554794|XP_037721771.1|DSUP	LOC108153070|XP_017138339.1|DMIR
OG0005597	LOC119560108|XP_037729381.1|DSUP	LOC108155932|XP_033244196.1|DMIR
OG0005598	LOC119563284|XP_037732538.1|DSUP	LOC108156563|XP_017143580.1|DMIR
OG0005599	LOC119552003|XP_037717655.1|DSUP	LOC108159067|XP_033248205.1|DMIR
OG0005600	LOC119561100|XP_037730922.1|DSUP	LOC108156997|XP_017144280.1|DMIR
OG0005601	LOC119556747|XP_037725096.1|DSUP	LOC108160579|XP_017150194.1|DMIR
OG0005602	LOC119555833|XP_037723391.1|DSUP	LOC108155064|XP_017141139.1|DMIR
OG0005603	LOC119549963|XP_037714283.1|DSUP	LOC108160650|XP_017150273.1|DMIR, LOC117191312|XP_033252106.1|DMIR
OG0005604	LOC119549400|XP_037713383.1|DSUP	LOC117189828|XP_033250783.1|DMIR, LOC108159689|XP_017148685.1|DMIR
OG0005605	LOC119549427|XP_037713437.1|DSUP	LOC108159691|XP_017148688.1|DMIR, LOC117189483|XP_033250509.1|DMIR
OG0005606	LOC119547377|XP_037710129.1|DSUP	LOC108162291|XP_017152440.1|DMIR
OG0005607	LOC119563366|XP_037732648.1|DSUP	LOC108155412|XP_017141698.1|DMIR
OG0005608	LOC119551932|XP_037717515.1|DSUP	LOC108155408|XP_017141693.1|DMIR
OG0005609	LOC119553244|XP_037719445.1|DSUP	LOC108150963|XP_017134786.1|DMIR
OG0005610	LOC119552558|XP_037718106.1|DSUP	LOC108165492|XP_017157035.1|DMIR
OG0005611	LOC119552870|XP_037718696.1|DSUP	LOC108151434|XP_017135520.1|DMIR
OG0005612	LOC119553382|XP_037719667.1|DSUP	LOC108156170|XP_017142989.1|DMIR
OG0005613	LOC119563089|XP_037732248.1|DSUP	LOC108155103|XP_017141221.1|DMIR
OG0005614	LOC119561004|XP_037730748.1|DSUP	LOC108156119|XP_017142913.1|DMIR
OG0005615	LOC119546203|XP_037708262.1|DSUP	LOC108154780|XP_017140653.1|DMIR
OG0005616	LOC119563216|XP_037732441.1|DSUP	LOC108156073|XP_017142846.1|DMIR
OG0005617	LOC119559941|XP_037729081.1|DSUP	LOC108156747|XP_017143898.1|DMIR
OG0005618	LOC119549548|XP_037713626.1|DSUP	LOC108158499|XP_017146302.1|DMIR
OG0005619	LOC119563349|XP_037732623.1|DSUP	LOC108154990|XP_017141023.1|DMIR
OG0005620	LOC119558242|XP_037727494.1|DSUP	LOC108151707|XP_017135966.1|DMIR
OG0005621	LOC119557303|XP_037725941.1|DSUP	LOC108162160|XP_017152232.1|DMIR
OG0005622	LOC119557956|XP_037726920.1|DSUP	LOC108162416|XP_017152635.1|DMIR
OG0005623	LOC119556445|XP_037724611.1|DSUP	LOC108152265|XP_017136970.1|DMIR
OG0005624	LOC119559992|XP_037729184.1|DSUP	LOC108155030|XP_017141080.1|DMIR
OG0005625	LOC119545742|XP_037707493.1|DSUP	LOC108155186|XP_017141346.1|DMIR
OG0005626	LOC119557967|XP_037726940.1|DSUP	LOC108153958|XP_017139547.1|DMIR
OG0005627	LOC119563449|XP_037732771.1|DSUP	LOC108156042|XP_017142801.1|DMIR
OG0005628	LOC119555651|XP_037723157.1|DSUP	LOC108155120|XP_017141251.2|DMIR
OG0005629	LOC119552116|XP_037717830.1|DSUP	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR
OG0005630	LOC119549623|XP_037713728.1|DSUP	LOC108160170|XP_033247023.1|DMIR
OG0005631	LOC119557291|XP_037725910.1|DSUP	LOC108164909|XP_017156377.1|DMIR
OG0005632	LOC119558173|XP_037727367.1|DSUP	LOC108152344|XP_017137097.1|DMIR
OG0005633	LOC119563528|XP_037732925.1|DSUP	LOC108156490|XP_017143464.2|DMIR
OG0005634	LOC119547756|XP_037710691.1|DSUP	LOC108155087|XP_017141198.1|DMIR
OG0005635	LOC119547996|XP_037710981.1|DSUP	LOC108162510|XP_017152775.1|DMIR
OG0005636	LOC119560503|XP_037729902.1|DSUP	LOC108156976|XP_017144257.1|DMIR
OG0005637	LOC119560331|XP_037729649.1|DSUP	LOC108155865|XP_017142472.1|DMIR
OG0005638	LOC119551018|XP_037716000.1|DSUP	LOC108159437|XP_017148204.1|DMIR
OG0005639	LOC119549922|XP_037714180.1|DSUP	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR
OG0005640	LOC119545678|XP_037707347.1|DSUP	LOC108156654|XP_017143757.1|DMIR
OG0005641	LOC119557054|XP_037725530.1|DSUP	LOC108156628|XP_017143684.1|DMIR
OG0005642	LOC119559804|XP_037728815.1|DSUP	LOC108156089|XP_017142866.1|DMIR
OG0005643	LOC119552992|XP_037718938.1|DSUP	LOC108152540|XP_017137439.1|DMIR
OG0005644	LOC119553096|XP_037719180.1|DSUP	LOC108152539|XP_017137438.1|DMIR
OG0005645	LOC119557941|XP_037726881.1|DSUP	LOC108164594|XP_017155909.1|DMIR
OG0005646	LOC119556603|XP_037724843.1|DSUP	LOC108151086|XP_017134961.1|DMIR
OG0005647	LOC119562599|XP_037731759.1|DSUP	LOC108163557|XP_017154412.1|DMIR
OG0005648	LOC119552659|XP_037718293.1|DSUP	LOC108152431|XP_017137252.1|DMIR
OG0005649	LOC119560766|XP_037730316.1|DSUP	LOC108154109|XP_017139721.1|DMIR
OG0005650	LOC119560172|XP_037729460.1|DSUP	LOC108154104|XP_017139716.1|DMIR
OG0005651	LOC119556954|XP_037725389.1|DSUP	LOC108152834|XP_017137928.1|DMIR
OG0005652	LOC119563536|XP_037732946.1|DSUP	LOC108154751|XP_017140613.1|DMIR
OG0005653	LOC119546785|XP_037709270.1|DSUP	LOC108163273|XP_017153962.1|DMIR
OG0005654	LOC119560602|XP_037730058.1|DSUP	LOC108154138|XP_017139763.1|DMIR
OG0005655	LOC119551719|XP_037717152.1|DSUP	LOC108154815|XP_017140705.1|DMIR
OG0005656	LOC119550913|XP_037715838.1|DSUP	LOC108156072|XP_017142845.1|DMIR
OG0005657	LOC119545685|XP_037707353.1|DSUP	LOC108154094|XP_017139700.1|DMIR
OG0005658	LOC119560613|XP_037730077.1|DSUP	LOC108156214|XP_017143041.1|DMIR
OG0005659	LOC119550180|XP_037714649.1|DSUP	LOC108156292|XP_017143164.1|DMIR
OG0005660	LOC119554574|XP_037721482.1|DSUP	LOC108151146|XP_017135061.1|DMIR
OG0005661	LOC119563393|XP_037732679.1|DSUP	LOC108155458|XP_017141766.1|DMIR
OG0005662	LOC119563351|XP_037732627.1|DSUP	LOC108155664|XP_017142113.1|DMIR
OG0005663	LOC119557812|XP_037726676.1|DSUP	LOC108151093|XP_017134972.1|DMIR
OG0005664	LOC119562096|XP_037731323.1|DSUP	LOC108157315|XP_017144809.1|DMIR
OG0005665	LOC119552640|XP_037718262.1|DSUP	LOC108157184|XP_017144601.1|DMIR
OG0005666	LOC119556119|XP_037723928.1|DSUP	LOC108158724|XP_017146764.1|DMIR
OG0005667	LOC119557548|XP_037726253.1|DSUP	LOC108151483|XP_017135608.1|DMIR
OG0005668	LOC119555312|XP_037722562.1|DSUP	LOC108151770|XP_017136104.1|DMIR
OG0005669	LOC119548067|XP_037711081.1|DSUP	LOC108163072|XP_033248848.1|DMIR
OG0005670	LOC119562339|XP_037731435.1|DSUP	LOC108156974|XP_017144253.1|DMIR
OG0005671	LOC119559902|XP_037728995.1|DSUP	LOC108154009|XP_017139591.1|DMIR
OG0005672	LOC119546789|XP_037709275.1|DSUP	LOC108161322|XP_017151042.1|DMIR
OG0005673	LOC119553944|XP_037720565.1|DSUP	LOC108151030|XP_017134878.1|DMIR
OG0005674	LOC119553021|XP_037719005.1|DSUP	LOC108152184|XP_017136815.1|DMIR
OG0005675	LOC119563044|XP_037732177.1|DSUP	LOC108155848|XP_033245379.1|DMIR
OG0005676	LOC119553340|XP_037719603.1|DSUP	LOC108152922|XP_017138091.1|DMIR
OG0005677	LOC119551277|XP_037716470.1|DSUP	LOC108159742|XP_017148768.1|DMIR, LOC117193906|XP_033254472.1|DMIR
OG0005678	LOC119557564|XP_037726280.1|DSUP	LOC108156139|XP_017142942.1|DMIR
OG0005679	LOC119549676|XP_037713812.1|DSUP	LOC108154312|XP_017140058.1|DMIR
OG0005680	LOC119546507|XP_037708756.1|DSUP	LOC108163669|XP_017154581.2|DMIR
OG0005681	LOC119561747|XP_037731158.1|DSUP	LOC108154804|XP_017140691.1|DMIR
OG0005682	LOC119561740|XP_037731151.1|DSUP	LOC108154800|XP_017140686.1|DMIR
OG0005683	LOC119556455|XP_037724623.1|DSUP	LOC108151262|XP_017135272.1|DMIR
OG0005684	LOC119552559|XP_037718108.1|DSUP	LOC108165491|XP_017157034.1|DMIR
OG0005685	LOC119557419|XP_037726096.1|DSUP	LOC108152386|XP_017137172.1|DMIR
OG0005686	LOC119563119|XP_037732292.1|DSUP	LOC108155984|XP_017142664.1|DMIR
OG0005687	LOC119554904|XP_037721934.1|DSUP	LOC108153493|XP_017139029.1|DMIR
OG0005688	LOC119550138|XP_037714569.1|DSUP	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR
OG0005689	LOC119556332|XP_037724351.1|DSUP	LOC108152490|XP_017137354.1|DMIR
OG0005690	LOC119562866|XP_037731908.1|DSUP	LOC108154701|XP_033244171.1|DMIR
OG0005691	LOC119545784|XP_037707583.1|DSUP	LOC108155362|XP_017141613.1|DMIR
OG0005692	LOC119547368|XP_037710117.1|DSUP	LOC108163562|XP_017154415.1|DMIR
OG0005693	LOC119553551|XP_037719919.1|DSUP	LOC108150914|XP_017134728.1|DMIR
OG0005694	LOC119560329|XP_037729647.1|DSUP	LOC108157488|XP_017145074.1|DMIR
OG0005695	LOC119563531|XP_037732930.1|DSUP	LOC108156802|XP_017143974.1|DMIR
OG0005696	LOC119563532|XP_037732932.1|DSUP	LOC108156803|XP_017143979.1|DMIR
OG0005697	LOC119563527|XP_037732924.1|DSUP	LOC108156653|XP_017143756.1|DMIR
OG0005698	LOC119552132|XP_037717849.1|DSUP	LOC108159600|XP_017148543.1|DMIR
OG0005699	LOC119550031|XP_037714391.1|DSUP	LOC108157226|XP_017144672.1|DMIR
OG0005700	LOC119556363|XP_037724453.1|DSUP	LOC108163102|XP_017153684.2|DMIR
OG0005701	LOC119548661|XP_037712008.1|DSUP	LOC108161767|XP_017151589.1|DMIR
OG0005702	LOC119556480|XP_037724661.1|DSUP	LOC108164862|XP_017156286.1|DMIR
OG0005703	LOC119549060|XP_037712692.1|DSUP	LOC108159871|XP_017148961.1|DMIR
OG0005704	LOC119556102|XP_037723899.1|DSUP	LOC108152620|XP_017137583.1|DMIR
OG0005705	LOC119555105|XP_037722252.1|DSUP	LOC108153678|XP_017139284.1|DMIR
OG0005706	LOC119556674|XP_037724969.1|DSUP	LOC108155119|XP_017141250.1|DMIR
OG0005707	LOC119558349|XP_037727766.1|DSUP	LOC108164814|XP_033248960.1|DMIR
OG0005708	LOC119558142|XP_037727302.1|DSUP	LOC108150831|XP_017134628.1|DMIR
OG0005709	LOC119563446|XP_037732768.1|DSUP	LOC108156317|XP_017143195.1|DMIR
OG0005710	LOC119552952|XP_037718865.1|DSUP	LOC117186092|XP_033242082.1|DMIR, LOC108154223|XP_017139939.1|DMIR
OG0005711	LOC119553330|XP_037719589.1|DSUP	LOC108153114|XP_017138390.1|DMIR
OG0005712	LOC119547521|XP_037710343.1|DSUP	LOC108161803|XP_017151648.1|DMIR
OG0005713	LOC119552665|XP_037718305.1|DSUP	LOC108157563|XP_017145170.1|DMIR
OG0005714	LOC119554838|XP_037721844.1|DSUP	LOC108154763|XP_017140634.1|DMIR
OG0005715	LOC119547734|XP_037710651.1|DSUP	LOC108155086|XP_017141195.1|DMIR
OG0005716	LOC119560013|XP_037729224.1|DSUP	LOC108155909|XP_017142543.1|DMIR
OG0005717	LOC119560390|XP_037729743.1|DSUP	LOC108157352|XP_033245524.1|DMIR, LOC108161235|XP_017150949.1|DMIR
OG0005718	LOC119560633|XP_037730112.1|DSUP	LOC108155977|XP_017142655.1|DMIR
OG0005719	LOC119548760|XP_037712231.1|DSUP	LOC108156596|XP_017143626.1|DMIR
OG0005720	LOC119563435|XP_037732749.1|DSUP	LOC108154950|XP_017140945.1|DMIR
OG0005721	LOC119562256|XP_037731362.1|DSUP	LOC108157460|XP_017145021.1|DMIR
OG0005722	LOC119560745|XP_037730287.1|DSUP	LOC108155759|XP_017142289.1|DMIR
OG0005723	LOC119560037|XP_037729266.1|DSUP	LOC108154294|XP_017140035.1|DMIR
OG0005724	LOC119550023|XP_037714375.1|DSUP	LOC108160005|XP_033248382.1|DMIR
OG0005725	LOC119563222|XP_037732451.1|DSUP	LOC108157071|XP_017144395.1|DMIR
OG0005726	LOC119556557|XP_037724776.1|DSUP	LOC108165102|XP_017156647.1|DMIR
OG0005727	LOC119560015|XP_037729227.1|DSUP	LOC108156006|XP_017142697.1|DMIR
OG0005728	LOC119556838|XP_037725239.1|DSUP	LOC108154129|XP_017139752.1|DMIR
OG0005729	LOC119548704|XP_037712099.1|DSUP	LOC108154122|XP_033245740.1|DMIR, LOC117187357|XP_033245741.1|DMIR
OG0005730	LOC119545683|XP_037707350.1|DSUP	LOC108157104|XP_017144467.1|DMIR
OG0005731	LOC119545682|XP_037707349.1|DSUP	LOC108157103|XP_017144466.1|DMIR
OG0005732	LOC119557533|XP_037726236.1|DSUP	LOC108154273|XP_017140012.1|DMIR
OG0005733	LOC119557509|XP_037726213.1|DSUP	LOC108154271|XP_017139998.1|DMIR
OG0005734	LOC119545673|XP_037707328.1|DSUP	LOC108154963|XP_017140966.2|DMIR
OG0005735	LOC119560539|XP_037729955.1|DSUP	LOC108157341|XP_017144847.1|DMIR
OG0005736	LOC119559896|XP_037728982.1|DSUP	LOC108154738|XP_017140595.1|DMIR
OG0005737	LOC119550013|XP_037714368.1|DSUP	LOC108155519|XP_017141854.1|DMIR
OG0005738	LOC119562872|XP_037731914.1|DSUP	LOC108155110|XP_017141237.1|DMIR
OG0005739	LOC119548222|XP_037711289.1|DSUP	LOC108155520|XP_017141855.1|DMIR
OG0005740	LOC119546819|XP_037709337.1|DSUP	LOC108156854|XP_017144067.1|DMIR
OG0005741	LOC119560764|XP_037730314.1|DSUP	LOC108155143|XP_017141286.1|DMIR
OG0005742	LOC119563494|XP_037732858.1|DSUP	LOC108155456|XP_017141760.1|DMIR
OG0005743	LOC119561101|XP_037730923.1|DSUP	LOC108156998|XP_017144281.1|DMIR
OG0005744	LOC119545823|XP_037707649.1|DSUP	LOC108155213|XP_017141385.1|DMIR
OG0005745	LOC119560923|XP_037730557.1|DSUP	LOC108154930|XP_033245097.1|DMIR
OG0005746	LOC119560074|XP_037729308.1|DSUP	LOC108156768|XP_017143922.1|DMIR
OG0005747	LOC119560750|XP_037730295.1|DSUP	LOC108156942|XP_017144194.1|DMIR
OG0005748	LOC119553263|XP_037719485.1|DSUP	LOC108156979|XP_017144260.1|DMIR
OG0005749	LOC119556220|XP_037724132.1|DSUP	LOC108152595|XP_017137539.1|DMIR
OG0005750	LOC119560594|XP_037730047.1|DSUP	LOC108155870|XP_017142478.1|DMIR
OG0005751	LOC119554643|XP_037721571.1|DSUP	LOC108151667|XP_017135895.1|DMIR
OG0005752	LOC119552059|XP_037717748.1|DSUP	LOC117188386|XP_033248071.1|DMIR, LOC108159047|XP_017147465.2|DMIR
OG0005753	LOC119548871|XP_037712429.1|DSUP	LOC108162185|XP_017152270.1|DMIR
OG0005754	LOC119551990|XP_037717639.1|DSUP	LOC108160440|XP_017149939.1|DMIR
OG0005755	LOC119549518|XP_037713559.1|DSUP	LOC108159117|XP_017147588.1|DMIR
OG0005756	LOC119563395|XP_037732681.1|DSUP	LOC108155464|XP_017141773.1|DMIR
OG0005757	LOC119560213|XP_037729501.1|DSUP	LOC108155676|XP_017142129.1|DMIR
OG0005758	LOC119560119|XP_037729397.1|DSUP	LOC108155257|XP_017141443.1|DMIR
OG0005759	LOC119561107|XP_037730936.1|DSUP	LOC108154071|XP_017139652.1|DMIR
OG0005760	LOC119550710|XP_037715521.1|DSUP	LOC108155572|XP_017141963.1|DMIR
OG0005761	LOC119559746|XP_037728733.1|DSUP	LOC108156585|XP_017143611.1|DMIR
