Orthogroup	DSUP.longest_only	ASTE.longest_only
OG0004254	LOC119557803|XP_037726635.1|DSUP	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC119548156|XP_037711186.1|DSUP	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC119563429|XP_037732743.1|DSUP	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC119547228|XP_037709920.1|DSUP	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC119549753|XP_037713924.1|DSUP	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC119560559|XP_037730005.1|DSUP	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC119560632|XP_037730111.1|DSUP	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC119563225|XP_037732454.1|DSUP	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC119560091|XP_037729338.1|DSUP	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC119561064|XP_037730833.1|DSUP	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC119559933|XP_037729069.1|DSUP	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC119545676|XP_037707337.1|DSUP	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC119560940|XP_037730604.1|DSUP	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC119550298|XP_037714820.1|DSUP	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC119549478|XP_037713506.1|DSUP	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC119549283|XP_037713157.1|DSUP	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC119549809|XP_037714009.1|DSUP	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC119563386|XP_037732666.1|DSUP	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC119560337|XP_037729657.1|DSUP	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC119555818|XP_037723363.1|DSUP	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC119558153|XP_037727320.1|DSUP	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC119555500|XP_037722844.1|DSUP	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC119557617|XP_037726353.1|DSUP	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC119547838|XP_037710796.1|DSUP	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC119557183|XP_037725728.1|DSUP	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC119550510|XP_037715144.1|DSUP	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC119549148|XP_037712855.1|DSUP	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC119549150|XP_037712858.1|DSUP	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC119548813|XP_037712334.1|DSUP	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC119554815|XP_037721808.1|DSUP	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC119553975|XP_037720609.1|DSUP	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC119554765|XP_037721729.1|DSUP	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC119552959|XP_037718870.1|DSUP	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC119552836|XP_037718621.1|DSUP	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC119550262|XP_037714768.1|DSUP	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC119551603|XP_037716935.1|DSUP	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC119553432|XP_037719748.1|DSUP	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC119555473|XP_037722807.1|DSUP	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC119553564|XP_037719937.1|DSUP	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC119553496|XP_037719834.1|DSUP	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC119554329|XP_037721121.1|DSUP	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC119551818|XP_037717307.1|DSUP	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC119550854|XP_037715754.1|DSUP	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC119559408|XP_037728405.1|DSUP	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC119551023|XP_037716007.1|DSUP	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC119553833|XP_037720395.1|DSUP	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC119549263|XP_037713099.1|DSUP	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC119549608|XP_037713707.1|DSUP	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC119550184|XP_037714650.1|DSUP	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC119551917|XP_037717466.1|DSUP	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC119551016|XP_037715998.1|DSUP	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC119551518|XP_037716831.1|DSUP	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC119550193|XP_037714663.1|DSUP	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC119553417|XP_037719722.1|DSUP	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC119549919|XP_037714171.1|DSUP	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC119554350|XP_037721144.1|DSUP	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC119548982|XP_037712507.1|DSUP	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC119559466|XP_037728503.1|DSUP	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC119551858|XP_037717363.1|DSUP	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC119549618|XP_037713718.1|DSUP	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC119551155|XP_037716277.1|DSUP	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC119550617|XP_037715372.1|DSUP	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC119548981|XP_037712505.1|DSUP	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC119550219|XP_037714710.1|DSUP, LOC119550214|XP_037714697.1|DSUP	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC119559961|XP_037729122.1|DSUP	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC119548796|XP_037712299.1|DSUP	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC119563389|XP_037732672.1|DSUP	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC119552899|XP_037718746.1|DSUP	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC119548705|XP_037712096.1|DSUP	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC119551790|XP_037717265.1|DSUP	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC119551788|XP_037717262.1|DSUP	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC119557863|XP_037726789.1|DSUP	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC119550145|XP_037714583.1|DSUP	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC119550753|XP_037715602.1|DSUP	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC119551890|XP_037717419.1|DSUP	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC119550421|XP_037715012.1|DSUP	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC119548264|XP_037711336.1|DSUP	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC119546381|XP_037708544.1|DSUP	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC119546595|XP_037708942.1|DSUP	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC119549270|XP_037713109.1|DSUP	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC119550920|XP_037715860.1|DSUP	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC119548852|XP_037712401.1|DSUP	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC119554311|XP_037721099.1|DSUP	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC119549144|XP_037712850.1|DSUP	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC119549142|XP_037712848.1|DSUP	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC119551523|XP_037716838.1|DSUP	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC119551565|XP_037716891.1|DSUP	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC119550860|XP_037715764.1|DSUP	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC119550990|XP_037715958.1|DSUP	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC119548037|XP_037711041.1|DSUP	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC119550314|XP_037714847.1|DSUP	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC119549978|XP_037714305.1|DSUP	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC119549520|XP_037713561.1|DSUP	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC119550835|XP_037715714.1|DSUP	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC119550493|XP_037715113.1|DSUP	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC119559401|XP_037728393.1|DSUP	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC119559849|XP_037728882.1|DSUP	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC119562048|XP_037731320.1|DSUP	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC119548674|XP_037712048.1|DSUP	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC119560969|XP_037730656.1|DSUP	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC119551328|XP_037716555.1|DSUP	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC119551262|XP_037716447.1|DSUP	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC119550556|XP_037715269.1|DSUP	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC119549219|XP_037713013.1|DSUP	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC119554978|XP_037722037.1|DSUP	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC119550360|XP_037714913.1|DSUP	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC119554940|XP_037721977.1|DSUP	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC119557206|XP_037725790.1|DSUP	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC119549525|XP_037713567.1|DSUP	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC119550445|XP_037715047.1|DSUP	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC119547841|XP_037710798.1|DSUP	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC119553156|XP_037719307.1|DSUP	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC119553048|XP_037719086.1|DSUP	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC119551824|XP_037717313.1|DSUP	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC119549149|XP_037712856.1|DSUP	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC119558245|XP_037727497.1|DSUP	LOC118504107|XP_035894087.1|ASTE
OG0004372	LOC119551675|XP_037717058.1|DSUP	LOC118504078|XP_035894035.1|ASTE
OG0004373	LOC119563365|XP_037732645.1|DSUP	LOC118504116|XP_035894100.1|ASTE
OG0004374	LOC119551032|XP_037716021.1|DSUP	LOC118505919|XP_035898281.1|ASTE
OG0004375	LOC119554908|XP_037721937.1|DSUP	LOC118505929|XP_035898328.1|ASTE
OG0004376	LOC119554875|XP_037721889.1|DSUP	LOC118507167|XP_035901124.1|ASTE
OG0004377	LOC119554337|XP_037721131.1|DSUP	LOC118512381|XP_035912644.1|ASTE
OG0004378	LOC119549421|XP_037713425.1|DSUP	LOC118507234|XP_035901373.1|ASTE
OG0004379	LOC119550490|XP_037715109.1|DSUP	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC119551863|XP_037717381.1|DSUP	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC119553556|XP_037719929.1|DSUP	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC119550176|XP_037714639.1|DSUP	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC119551183|XP_037716312.1|DSUP	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC119550603|XP_037715346.1|DSUP	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC119550564|XP_037715282.1|DSUP	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC119550311|XP_037714840.1|DSUP	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC119552914|XP_037718778.1|DSUP	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC119550050|XP_037714433.1|DSUP	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC119555630|XP_037723077.1|DSUP	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC119555459|XP_037722790.1|DSUP	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC119551143|XP_037716261.1|DSUP	LOC118505281|XP_035896745.1|ASTE
OG0004392	LOC119555449|XP_037722751.1|DSUP	LOC118508082|XP_035903438.1|ASTE
OG0004393	LOC119550871|XP_037715781.1|DSUP	LOC118504896|XP_035895850.1|ASTE
OG0004394	LOC119550423|XP_037715015.1|DSUP	LOC118517677|XP_035919969.1|ASTE
OG0004395	LOC119559400|XP_037728392.1|DSUP	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC119559438|XP_037728465.1|DSUP	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC119549811|XP_037714011.1|DSUP	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC119549815|XP_037714021.1|DSUP	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC119552096|XP_037717806.1|DSUP	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC119545795|XP_037707603.1|DSUP	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC119551323|XP_037716546.1|DSUP	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC119551009|XP_037715990.1|DSUP	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC119552034|XP_037717701.1|DSUP	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC119559379|XP_037728357.1|DSUP	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC119552961|XP_037718872.1|DSUP	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC119552788|XP_037718541.1|DSUP	LOC118505992|XP_035898458.1|ASTE
OG0004407	LOC119551959|XP_037717582.1|DSUP	LOC118504726|XP_035895460.1|ASTE
OG0004408	LOC119553554|XP_037719923.1|DSUP	LOC118507332|XP_035901614.1|ASTE
OG0004409	LOC119559997|XP_037729232.1|DSUP	LOC118512349|XP_035912536.1|ASTE
OG0004410	LOC119550937|XP_037715890.1|DSUP	LOC118504747|XP_035895529.1|ASTE
OG0004411	LOC119553868|XP_037720448.1|DSUP	LOC118512393|XP_035912663.1|ASTE
OG0004412	LOC119553867|XP_037720447.1|DSUP	LOC118512373|XP_035912616.1|ASTE
OG0004413	LOC119549700|XP_037713852.1|DSUP	LOC118512374|XP_035912618.1|ASTE
OG0004414	LOC119550055|XP_037714442.1|DSUP	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC119549855|XP_037714078.1|DSUP	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC119549303|XP_037713190.1|DSUP	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC119562863|XP_037731905.1|DSUP	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC119550104|XP_037714512.1|DSUP	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC119549448|XP_037713472.1|DSUP	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC119550218|XP_037714708.1|DSUP	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC119553525|XP_037719875.1|DSUP	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC119554655|XP_037721584.1|DSUP	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC119552101|XP_037717813.1|DSUP	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC119549561|XP_037713639.1|DSUP	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC119555434|XP_037722731.1|DSUP	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC119552861|XP_037718675.1|DSUP	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC119555461|XP_037722795.1|DSUP	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC119560385|XP_037729731.1|DSUP	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC119546666|XP_037709052.1|DSUP	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC119555305|XP_037722550.1|DSUP	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC119560358|XP_037729689.1|DSUP	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC119560354|XP_037729686.1|DSUP	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC119554959|XP_037722011.1|DSUP	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC119549814|XP_037714020.1|DSUP	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC119551667|XP_037717047.1|DSUP	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC119549368|XP_037713328.1|DSUP	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC119550185|XP_037714652.1|DSUP	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC119550758|XP_037715610.1|DSUP	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC119549158|XP_037712872.1|DSUP	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC119550941|XP_037715894.1|DSUP	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC119546644|XP_037709020.1|DSUP	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC119549824|XP_037714030.1|DSUP	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC119554017|XP_037720661.1|DSUP	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC119551973|XP_037717616.1|DSUP	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC119551338|XP_037716567.1|DSUP	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC119558118|XP_037727280.1|DSUP	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC119552962|XP_037718877.1|DSUP	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC119550582|XP_037715304.1|DSUP	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC119554115|XP_037720811.1|DSUP	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC119549055|XP_037712680.1|DSUP, LOC119549054|XP_037712679.1|DSUP	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC119550029|XP_037714382.1|DSUP	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC119551701|XP_037717102.1|DSUP	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC119549750|XP_037713920.1|DSUP	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC119563433|XP_037732747.1|DSUP	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC119554821|XP_037721823.1|DSUP	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC119557086|XP_037725568.1|DSUP	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC119553110|XP_037719211.1|DSUP	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC119553309|XP_037719563.1|DSUP	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC119555308|XP_037722554.1|DSUP	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC119555295|XP_037722540.1|DSUP	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC119554144|XP_037720849.1|DSUP	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC119552502|XP_037718038.1|DSUP	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC119555678|XP_037723227.1|DSUP	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC119552827|XP_037718608.1|DSUP	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC119553051|XP_037719090.1|DSUP	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC119554360|XP_037721154.1|DSUP	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC119554254|XP_037721019.1|DSUP	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC119554593|XP_037721505.1|DSUP	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC119554695|XP_037721624.1|DSUP	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC119547603|XP_037710452.1|DSUP	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC119559912|XP_037729018.1|DSUP	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC119549126|XP_037712820.1|DSUP	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC119551166|XP_037716291.1|DSUP	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC119551168|XP_037716294.1|DSUP	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC119563362|XP_037732642.1|DSUP	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC119547343|XP_037710083.1|DSUP	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC119550616|XP_037715371.1|DSUP	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC119550485|XP_037715102.1|DSUP	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC119551589|XP_037716918.1|DSUP	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC119556957|XP_037725393.1|DSUP	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC119550064|XP_037714455.1|DSUP	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC119563307|XP_037732568.1|DSUP	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC119549488|XP_037713519.1|DSUP	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC119560959|XP_037730639.1|DSUP	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC119557234|XP_037725844.1|DSUP	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC119550242|XP_037714740.1|DSUP	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC119555497|XP_037722841.1|DSUP	LOC118509838|XP_035906923.1|ASTE
OG0004488	LOC119549457|XP_037713485.1|DSUP, LOC119551202|XP_037716364.1|DSUP	LOC118512905|XP_035913923.1|ASTE
OG0004504	LOC119559656|XP_037728634.1|DSUP	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC119560687|XP_037730188.1|DSUP	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC119548349|XP_037711495.1|DSUP	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC119560055|XP_037729289.1|DSUP	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC119558832|XP_037728023.1|DSUP	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC119553183|XP_037719354.1|DSUP	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC119555945|XP_037723576.1|DSUP	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC119550206|XP_037714687.1|DSUP	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC119563285|XP_037732577.1|DSUP	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC119555809|XP_037723396.1|DSUP	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC119561559|XP_037731131.1|DSUP	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC119556229|XP_037724176.1|DSUP	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC119555948|XP_037723584.1|DSUP	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC119557949|XP_037726897.1|DSUP	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC119558219|XP_037727457.1|DSUP	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC119557163|XP_037725697.1|DSUP	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC119557280|XP_037725894.1|DSUP	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC119559376|XP_037728346.1|DSUP	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC119557161|XP_037725689.1|DSUP	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC119548630|XP_037711944.1|DSUP	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC119558051|XP_037727129.1|DSUP	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC119557099|XP_037725604.1|DSUP	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC119557319|XP_037725963.1|DSUP	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC119556376|XP_037724472.1|DSUP	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC119556191|XP_037724062.1|DSUP	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC119556125|XP_037723939.1|DSUP	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC119557814|XP_037726679.1|DSUP	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC119560435|XP_037729803.1|DSUP	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC119555884|XP_037723470.1|DSUP	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC119557037|XP_037725512.1|DSUP	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC119549755|XP_037713926.1|DSUP	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC119554575|XP_037721483.1|DSUP	LOC118502977|XP_035891687.1|ASTE
OG0004536	LOC119558185|XP_037727384.1|DSUP	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC119557536|XP_037726235.1|DSUP, LOC119556314|XP_037724327.1|DSUP	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC119549310|XP_037713198.1|DSUP	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC119563075|XP_037732218.1|DSUP	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC119556112|XP_037723912.1|DSUP	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC119550612|XP_037715364.1|DSUP	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC119558115|XP_037727272.1|DSUP	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC119556548|XP_037724759.1|DSUP	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC119556828|XP_037725213.1|DSUP	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC119559753|XP_037728751.1|DSUP	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC119549810|XP_037714010.1|DSUP	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC119558015|XP_037727054.1|DSUP	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC119557358|XP_037726023.1|DSUP	LOC118517711|XP_035920053.1|ASTE
