Orthogroup	DSUP.longest_only	CCAP.longest_only
OG0004862	LOC119555611|XP_037723037.1|DSUP	CCAP1982_LOCUS12141|CAD7003704.1|CCAP
OG0004863	LOC119552891|XP_037718732.1|DSUP	CCAP1982_LOCUS12888|CAD7004484.1|CCAP
OG0004864	LOC119554251|XP_037721017.1|DSUP	CCAP1982_LOCUS11524|CAD7003061.1|CCAP
OG0004865	LOC119562981|XP_037732087.1|DSUP	CCAP1982_LOCUS2749|CAD6993964.1|CCAP
OG0004866	LOC119553756|XP_037720288.1|DSUP	CCAP1982_LOCUS13141|CAD7004748.1|CCAP
OG0004867	LOC119551979|XP_037717622.1|DSUP	CCAP1982_LOCUS22038|CAD7014032.1|CCAP
OG0004868	LOC119559432|XP_037728459.1|DSUP	CCAP1982_LOCUS22037|CAD7014031.1|CCAP
OG0004869	LOC119551631|XP_037716983.1|DSUP	CCAP1982_LOCUS21809|CAD7013788.1|CCAP
OG0004870	LOC119551415|XP_037716683.1|DSUP	CCAP1982_LOCUS21814|CAD7013793.1|CCAP
OG0004871	LOC119550933|XP_037715885.1|DSUP	CCAP1982_LOCUS21377|CAD7013306.1|CCAP
OG0004872	LOC119551457|XP_037716733.1|DSUP	CCAP1982_LOCUS7248|CAD6998690.1|CCAP
OG0004873	LOC119546539|XP_037708809.1|DSUP	CCAP1982_LOCUS8825|CAD7000342.1|CCAP
OG0004874	LOC119557152|XP_037725674.1|DSUP	CCAP1982_LOCUS783|CAD6991892.1|CCAP
OG0004877	LOC119554874|XP_037721887.1|DSUP	CCAP1982_LOCUS14965|CAD7006662.1|CCAP
OG0004878	LOC119551561|XP_037716887.1|DSUP	CCAP1982_LOCUS21200|CAD7013128.1|CCAP
OG0004879	LOC119551902|XP_037717444.1|DSUP	CCAP1982_LOCUS20497|CAD7012410.1|CCAP
OG0004880	LOC119553969|XP_037720601.1|DSUP	CCAP1982_LOCUS13491|CAD7005129.1|CCAP
OG0004881	LOC119553218|XP_037719404.1|DSUP	CCAP1982_LOCUS11318|CAD7002849.1|CCAP
OG0004882	LOC119554460|XP_037721299.1|DSUP	CCAP1982_LOCUS12759|CAD7004343.1|CCAP
OG0004883	LOC119552483|XP_037718010.1|DSUP	CCAP1982_LOCUS13230|CAD7004844.1|CCAP
OG0004884	LOC119552054|XP_037717730.1|DSUP	CCAP1982_LOCUS21713|CAD7013670.1|CCAP
OG0004886	LOC119550862|XP_037715767.1|DSUP	CCAP1982_LOCUS7085|CAD6998494.1|CCAP
OG0004887	LOC119551837|XP_037717335.1|DSUP	CCAP1982_LOCUS22356|CAD7014359.1|CCAP
OG0004888	LOC119552077|XP_037717780.1|DSUP	CCAP1982_LOCUS22112|CAD7014106.1|CCAP
OG0004889	LOC119550414|XP_037715003.1|DSUP	CCAP1982_LOCUS8569|CAD7000067.1|CCAP
OG0004890	LOC119550017|XP_037714369.1|DSUP	CCAP1982_LOCUS21242|CAD7013171.1|CCAP
OG0004892	LOC119550989|XP_037715955.1|DSUP	CCAP1982_LOCUS19617|CAD7011528.1|CCAP
OG0004893	LOC119550998|XP_037715975.1|DSUP	CCAP1982_LOCUS20552|CAD7012472.1|CCAP
OG0004894	LOC119551557|XP_037716880.1|DSUP	CCAP1982_LOCUS23113|CAD7015163.1|CCAP
OG0004895	LOC119549835|XP_037714042.1|DSUP	CCAP1982_LOCUS22245|CAD7014242.1|CCAP
OG0004896	LOC119549906|XP_037714148.1|DSUP	CCAP1982_LOCUS23034|CAD7015078.1|CCAP
OG0004897	LOC119550519|XP_037715156.1|DSUP	CCAP1982_LOCUS23039|CAD7015084.1|CCAP
OG0004898	LOC119550405|XP_037714991.1|DSUP	CCAP1982_LOCUS22377|CAD7014382.1|CCAP
OG0004899	LOC119550960|XP_037715916.1|DSUP	CCAP1982_LOCUS22723|CAD7014746.1|CCAP
OG0004900	LOC119550515|XP_037715151.1|DSUP	CCAP1982_LOCUS22618|CAD7014627.1|CCAP
OG0004901	LOC119551648|XP_037717010.1|DSUP	CCAP1982_LOCUS22617|CAD7014626.1|CCAP
OG0004902	LOC119552998|XP_037718945.1|DSUP	CCAP1982_LOCUS11611|CAD7003150.1|CCAP
OG0004903	LOC119549139|XP_037712840.1|DSUP	CCAP1982_LOCUS22573|CAD7014574.1|CCAP
OG0004904	LOC119552153|XP_037717890.1|DSUP	CCAP1982_LOCUS21459|CAD7013394.1|CCAP
OG0004905	LOC119550135|XP_037714562.1|DSUP	CCAP1982_LOCUS7092|CAD6998501.1|CCAP
OG0004906	LOC119553208|XP_037719390.1|DSUP	CCAP1982_LOCUS12916|CAD7004518.1|CCAP
OG0004907	LOC119554862|XP_037721872.1|DSUP	CCAP1982_LOCUS13144|CAD7004751.1|CCAP
OG0004908	LOC119553831|XP_037720392.1|DSUP	CCAP1982_LOCUS11719|CAD7003257.1|CCAP
OG0004909	LOC119552735|XP_037718422.1|DSUP	CCAP1982_LOCUS11729|CAD7003267.1|CCAP
OG0004910	LOC119552734|XP_037718421.1|DSUP	CCAP1982_LOCUS14793|CAD7006475.1|CCAP
OG0004911	LOC119553697|XP_037720181.1|DSUP	CCAP1982_LOCUS13091|CAD7004698.1|CCAP
OG0004912	LOC119553209|XP_037719394.1|DSUP	CCAP1982_LOCUS12917|CAD7004519.1|CCAP
OG0004913	LOC119550006|XP_037714356.1|DSUP	CCAP1982_LOCUS22039|CAD7014033.1|CCAP
OG0004914	LOC119551607|XP_037716942.1|DSUP	CCAP1982_LOCUS22044|CAD7014038.1|CCAP
OG0004915	LOC119550719|XP_037715541.1|DSUP	CCAP1982_LOCUS23402|CAD7015462.1|CCAP
OG0004916	LOC119551187|XP_037716317.1|DSUP	CCAP1982_LOCUS22427|CAD7014431.1|CCAP
OG0004917	LOC119552504|XP_037718042.1|DSUP	CCAP1982_LOCUS14901|CAD7006590.1|CCAP
OG0004918	LOC119552503|XP_037718039.1|DSUP	CCAP1982_LOCUS14903|CAD7006592.1|CCAP
OG0004919	LOC119549595|XP_037713686.1|DSUP	CCAP1982_LOCUS442|CAD6991523.1|CCAP
OG0004920	LOC119553543|XP_037719910.1|DSUP	CCAP1982_LOCUS14464|CAD7006135.1|CCAP
OG0004921	LOC119552686|XP_037718334.1|DSUP	CCAP1982_LOCUS13031|CAD7004636.1|CCAP
OG0004922	LOC119555425|XP_037722719.1|DSUP	CCAP1982_LOCUS11225|CAD7002751.1|CCAP
OG0004923	LOC119552989|XP_037718936.1|DSUP	CCAP1982_LOCUS11167|CAD7002689.1|CCAP
OG0004924	LOC119554876|XP_037721890.1|DSUP	CCAP1982_LOCUS12528|CAD7004107.1|CCAP
OG0004925	LOC119554829|XP_037721830.1|DSUP	CCAP1982_LOCUS12578|CAD7004158.1|CCAP
OG0004926	LOC119555033|XP_037722108.1|DSUP	CCAP1982_LOCUS14939|CAD7006633.1|CCAP
OG0004927	LOC119552592|XP_037718168.1|DSUP	CCAP1982_LOCUS14993|CAD7006694.1|CCAP
OG0004928	LOC119551934|XP_037717513.1|DSUP	CCAP1982_LOCUS21917|CAD7013902.1|CCAP
OG0004929	LOC119552700|XP_037718364.1|DSUP	CCAP1982_LOCUS11530|CAD7003067.1|CCAP
OG0004930	LOC119549195|XP_037712952.1|DSUP	CCAP1982_LOCUS22942|CAD7014983.1|CCAP
OG0004931	LOC119551209|XP_037716371.1|DSUP	CCAP1982_LOCUS22635|CAD7014646.1|CCAP
OG0004932	LOC119552672|XP_037718309.1|DSUP	CCAP1982_LOCUS12169|CAD7003732.1|CCAP
OG0004933	LOC119551700|XP_037717096.1|DSUP	CCAP1982_LOCUS7196|CAD6998623.1|CCAP
OG0004934	LOC119551835|XP_037717333.1|DSUP	CCAP1982_LOCUS7200|CAD6998628.1|CCAP
OG0004935	LOC119551938|XP_037717526.1|DSUP	CCAP1982_LOCUS21878|CAD7013861.1|CCAP
OG0004936	LOC119553675|XP_037720146.1|DSUP	CCAP1982_LOCUS12915|CAD7004517.1|CCAP
OG0004937	LOC119553268|XP_037719487.1|DSUP	CCAP1982_LOCUS20261|CAD7012159.1|CCAP
OG0004938	LOC119553080|XP_037719155.1|DSUP	CCAP1982_LOCUS12061|CAD7003621.1|CCAP
OG0004940	LOC119552817|XP_037718592.1|DSUP	CCAP1982_LOCUS12871|CAD7004465.1|CCAP
OG0004941	LOC119554846|XP_037721850.1|DSUP	CCAP1982_LOCUS12170|CAD7003733.1|CCAP
OG0004942	LOC119555658|XP_037723167.1|DSUP	CCAP1982_LOCUS11521|CAD7003058.1|CCAP
OG0004943	LOC119553064|XP_037719118.1|DSUP	CCAP1982_LOCUS14899|CAD7006588.1|CCAP
OG0004944	LOC119555191|XP_037722376.1|DSUP	CCAP1982_LOCUS11899|CAD7003445.1|CCAP
OG0004946	LOC119553467|XP_037719797.1|DSUP	CCAP1982_LOCUS13890|CAD7005530.1|CCAP
OG0004947	LOC119554171|XP_037720889.1|DSUP	CCAP1982_LOCUS11517|CAD7003054.1|CCAP
OG0004948	LOC119553893|XP_037720488.1|DSUP	CCAP1982_LOCUS11515|CAD7003052.1|CCAP
OG0004949	LOC119555514|XP_037722862.1|DSUP	CCAP1982_LOCUS11508|CAD7003045.1|CCAP
OG0004950	LOC119554775|XP_037721746.1|DSUP	CCAP1982_LOCUS12161|CAD7003724.1|CCAP
OG0004951	LOC119546599|XP_037708958.1|DSUP	CCAP1982_LOCUS2776|CAD6993995.1|CCAP
OG0004952	LOC119552787|XP_037718540.1|DSUP	CCAP1982_LOCUS10827|CAD7002341.1|CCAP
OG0004953	LOC119552956|XP_037718867.1|DSUP	CCAP1982_LOCUS12149|CAD7003712.1|CCAP
OG0004954	LOC119554754|XP_037721710.1|DSUP	CCAP1982_LOCUS12151|CAD7003714.1|CCAP
OG0004955	LOC119555062|XP_037722193.1|DSUP	CCAP1982_LOCUS12929|CAD7004532.1|CCAP
OG0004956	LOC119550542|XP_037715199.1|DSUP	CCAP1982_LOCUS21829|CAD7013809.1|CCAP
OG0004957	LOC119553065|XP_037719119.1|DSUP	CCAP1982_LOCUS11289|CAD7002819.1|CCAP
OG0004958	LOC119555442|XP_037722744.1|DSUP	CCAP1982_LOCUS14958|CAD7006655.1|CCAP
OG0004959	LOC119555444|XP_037722746.1|DSUP	CCAP1982_LOCUS14959|CAD7006656.1|CCAP
OG0004960	LOC119555441|XP_037722740.1|DSUP	CCAP1982_LOCUS14960|CAD7006657.1|CCAP
OG0004961	LOC119549277|XP_037713139.1|DSUP	CCAP1982_LOCUS21618|CAD7013562.1|CCAP
OG0004962	LOC119555693|XP_037723275.1|DSUP	CCAP1982_LOCUS14417|CAD7006085.1|CCAP
OG0004963	LOC119552639|XP_037718258.1|DSUP	CCAP1982_LOCUS11670|CAD7003210.1|CCAP
OG0004964	LOC119553120|XP_037719235.1|DSUP	CCAP1982_LOCUS12091|CAD7003653.1|CCAP
OG0004965	LOC119555011|XP_037722082.1|DSUP	CCAP1982_LOCUS12614|CAD7004195.1|CCAP
OG0004966	LOC119553039|XP_037719030.1|DSUP	CCAP1982_LOCUS12615|CAD7004196.1|CCAP
OG0004967	LOC119551633|XP_037716986.1|DSUP	CCAP1982_LOCUS21807|CAD7013784.1|CCAP
OG0004968	LOC119554698|XP_037721629.1|DSUP	CCAP1982_LOCUS13312|CAD7004929.1|CCAP
OG0004969	LOC119550042|XP_037714423.1|DSUP	CCAP1982_LOCUS22918|CAD7014954.1|CCAP
OG0004970	LOC119554993|XP_037722059.1|DSUP	CCAP1982_LOCUS13313|CAD7004930.1|CCAP
OG0004971	LOC119552800|XP_037718561.1|DSUP	CCAP1982_LOCUS13316|CAD7004933.1|CCAP
OG0004973	LOC119553066|XP_037719120.1|DSUP	CCAP1982_LOCUS11325|CAD7002856.1|CCAP
OG0004974	LOC119555329|XP_037722588.1|DSUP	CCAP1982_LOCUS11581|CAD7003119.1|CCAP
OG0004975	LOC119552990|XP_037718937.1|DSUP	CCAP1982_LOCUS11169|CAD7002691.1|CCAP
OG0004976	LOC119553027|XP_037719011.1|DSUP	CCAP1982_LOCUS10789|CAD7002297.1|CCAP
OG0004977	LOC119549309|XP_037713197.1|DSUP	CCAP1982_LOCUS21891|CAD7013875.1|CCAP
OG0004978	LOC119552065|XP_037717757.1|DSUP	CCAP1982_LOCUS21950|CAD7013939.1|CCAP
OG0004979	LOC119553776|XP_037720311.1|DSUP	CCAP1982_LOCUS13004|CAD7004609.1|CCAP
OG0004980	LOC119553248|XP_037719452.1|DSUP	CCAP1982_LOCUS14626|CAD7006304.1|CCAP
OG0004981	LOC119553053|XP_037719093.1|DSUP	CCAP1982_LOCUS14604|CAD7006281.1|CCAP
OG0004982	LOC119554405|XP_037721223.1|DSUP	CCAP1982_LOCUS14602|CAD7006279.1|CCAP
OG0004983	LOC119554339|XP_037721132.1|DSUP	CCAP1982_LOCUS11734|CAD7003272.1|CCAP
OG0004984	LOC119554528|XP_037721402.1|DSUP	CCAP1982_LOCUS11733|CAD7003271.1|CCAP
OG0004985	LOC119555700|XP_037723282.1|DSUP	CCAP1982_LOCUS10871|CAD7002377.1|CCAP
OG0004986	LOC119553662|XP_037720100.1|DSUP	CCAP1982_LOCUS14170|CAD7005825.1|CCAP
OG0004987	LOC119554531|XP_037721409.1|DSUP	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP
OG0004988	LOC119555703|XP_037723284.1|DSUP	CCAP1982_LOCUS10872|CAD7002378.1|CCAP
OG0004989	LOC119554533|XP_037721412.1|DSUP	CCAP1982_LOCUS11808|CAD7003349.1|CCAP
OG0004991	LOC119549069|XP_037712703.1|DSUP	CCAP1982_LOCUS7099|CAD6998510.1|CCAP
OG0004992	LOC119549070|XP_037712704.1|DSUP	CCAP1982_LOCUS7098|CAD6998509.1|CCAP
OG0004993	LOC119554482|XP_037721335.1|DSUP	CCAP1982_LOCUS10828|CAD7002342.1|CCAP
OG0004994	LOC119554506|XP_037721371.1|DSUP	CCAP1982_LOCUS12503|CAD7004078.1|CCAP
OG0004995	LOC119555416|XP_037722701.1|DSUP	CCAP1982_LOCUS12512|CAD7004089.1|CCAP
OG0004996	LOC119553097|XP_037719181.1|DSUP	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP
OG0004997	LOC119552057|XP_037717746.1|DSUP	CCAP1982_LOCUS22646|CAD7014658.1|CCAP
OG0004998	LOC119552104|XP_037717817.1|DSUP	CCAP1982_LOCUS21862|CAD7013842.1|CCAP
OG0004999	LOC119555559|XP_037722932.1|DSUP	CCAP1982_LOCUS13324|CAD7004945.1|CCAP
OG0005000	LOC119549278|XP_037713140.1|DSUP	CCAP1982_LOCUS22669|CAD7014685.1|CCAP
OG0005001	LOC119552895|XP_037718741.1|DSUP	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP
OG0005002	LOC119554907|XP_037721938.1|DSUP	CCAP1982_LOCUS178|CAD6991242.1|CCAP
OG0005003	LOC119553241|XP_037719439.1|DSUP	CCAP1982_LOCUS13033|CAD7004638.1|CCAP
OG0005004	LOC119555087|XP_037722232.1|DSUP	CCAP1982_LOCUS10812|CAD7002322.1|CCAP
OG0005005	LOC119553481|XP_037719818.1|DSUP	CCAP1982_LOCUS12878|CAD7004473.1|CCAP
OG0005006	LOC119553698|XP_037720182.1|DSUP	CCAP1982_LOCUS12899|CAD7004499.1|CCAP
OG0005007	LOC119554547|XP_037721436.1|DSUP	CCAP1982_LOCUS11360|CAD7002891.1|CCAP
OG0005008	LOC119553140|XP_037719265.1|DSUP	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP
OG0005009	LOC119554735|XP_037721684.1|DSUP	CCAP1982_LOCUS11320|CAD7002851.1|CCAP
OG0005010	LOC119553666|XP_037720106.1|DSUP	CCAP1982_LOCUS21495|CAD7013430.1|CCAP
OG0005011	LOC119549379|XP_037713344.1|DSUP	CCAP1982_LOCUS19574|CAD7011474.1|CCAP
OG0005012	LOC119554899|XP_037721928.1|DSUP	CCAP1982_LOCUS13294|CAD7004910.1|CCAP
OG0005014	LOC119555398|XP_037722676.1|DSUP	CCAP1982_LOCUS12085|CAD7003647.1|CCAP
OG0005015	LOC119553326|XP_037719585.1|DSUP	CCAP1982_LOCUS11811|CAD7003352.1|CCAP
OG0005016	LOC119554931|XP_037721968.1|DSUP	CCAP1982_LOCUS12339|CAD7003911.1|CCAP
OG0005017	LOC119553346|XP_037719611.1|DSUP	CCAP1982_LOCUS11881|CAD7003425.1|CCAP
OG0005018	LOC119552662|XP_037718296.1|DSUP	CCAP1982_LOCUS12314|CAD7003884.1|CCAP
OG0005019	LOC119554848|XP_037721855.1|DSUP	CCAP1982_LOCUS10965|CAD7002476.1|CCAP
OG0005020	LOC119550065|XP_037714456.1|DSUP	CCAP1982_LOCUS21901|CAD7013886.1|CCAP
OG0005021	LOC119546651|XP_037709033.1|DSUP	CCAP1982_LOCUS5712|CAD6997058.1|CCAP
OG0005022	LOC119554233|XP_037720992.1|DSUP	CCAP1982_LOCUS14729|CAD7006409.1|CCAP
OG0005023	LOC119550495|XP_037715114.1|DSUP	CCAP1982_LOCUS21236|CAD7013165.1|CCAP
OG0005024	LOC119555243|XP_037722456.1|DSUP	CCAP1982_LOCUS14920|CAD7006611.1|CCAP
OG0005025	LOC119554288|XP_037721073.1|DSUP	CCAP1982_LOCUS13207|CAD7004818.1|CCAP
OG0005026	LOC119554853|XP_037721861.1|DSUP	CCAP1982_LOCUS12994|CAD7004599.1|CCAP
OG0005027	LOC119553154|XP_037719303.1|DSUP	CCAP1982_LOCUS13047|CAD7004652.1|CCAP
OG0005028	LOC119560524|XP_037729928.1|DSUP	CCAP1982_LOCUS2226|CAD6993411.1|CCAP
OG0005029	LOC119552856|XP_037718660.1|DSUP	CCAP1982_LOCUS11906|CAD7003452.1|CCAP
OG0005030	LOC119555274|XP_037722505.1|DSUP	CCAP1982_LOCUS12572|CAD7004152.1|CCAP
OG0005031	LOC119553336|XP_037719599.1|DSUP	CCAP1982_LOCUS11794|CAD7003334.1|CCAP
OG0005032	LOC119553810|XP_037720359.1|DSUP	CCAP1982_LOCUS12957|CAD7004561.1|CCAP
OG0005033	LOC119552507|XP_037718045.1|DSUP	CCAP1982_LOCUS12947|CAD7004550.1|CCAP
OG0005034	LOC119554223|XP_037720979.1|DSUP	CCAP1982_LOCUS12946|CAD7004549.1|CCAP
OG0005035	LOC119552577|XP_037718135.1|DSUP	CCAP1982_LOCUS11911|CAD7003458.1|CCAP
OG0005036	LOC119552632|XP_037718239.1|DSUP	CCAP1982_LOCUS14422|CAD7006090.1|CCAP
OG0005037	LOC119555392|XP_037722666.1|DSUP	CCAP1982_LOCUS11831|CAD7003372.1|CCAP
OG0005038	LOC119553953|XP_037720575.1|DSUP	CCAP1982_LOCUS11572|CAD7003109.1|CCAP
OG0005039	LOC119547279|XP_037709990.1|DSUP	CCAP1982_LOCUS8174|CAD6999640.1|CCAP
OG0005040	LOC119552771|XP_037718506.1|DSUP	CCAP1982_LOCUS13023|CAD7004628.1|CCAP
OG0005041	LOC119555694|XP_037723277.1|DSUP	CCAP1982_LOCUS14418|CAD7006086.1|CCAP
OG0005042	LOC119555102|XP_037722248.1|DSUP	CCAP1982_LOCUS14946|CAD7006641.1|CCAP
OG0005043	LOC119551350|XP_037716597.1|DSUP	CCAP1982_LOCUS21798|CAD7013775.1|CCAP
OG0005044	LOC119551251|XP_037716424.1|DSUP	CCAP1982_LOCUS21797|CAD7013774.1|CCAP
OG0005045	LOC119550154|XP_037714593.1|DSUP	CCAP1982_LOCUS21790|CAD7013766.1|CCAP
OG0005046	LOC119550605|XP_037715351.1|DSUP	CCAP1982_LOCUS22761|CAD7014792.1|CCAP
OG0005047	LOC119554639|XP_037721563.1|DSUP	CCAP1982_LOCUS10777|CAD7002283.1|CCAP
OG0005048	LOC119554824|XP_037721826.1|DSUP	CCAP1982_LOCUS10779|CAD7002286.1|CCAP
OG0005049	LOC119552576|XP_037718130.1|DSUP	CCAP1982_LOCUS11912|CAD7003459.1|CCAP
OG0005050	LOC119550437|XP_037715036.1|DSUP	CCAP1982_LOCUS7096|CAD6998507.1|CCAP
OG0005051	LOC119555667|XP_037723202.1|DSUP	CCAP1982_LOCUS13086|CAD7004692.1|CCAP
OG0005052	LOC119553529|XP_037719883.1|DSUP	CCAP1982_LOCUS13089|CAD7004696.1|CCAP
OG0005053	LOC119546118|XP_037708137.1|DSUP	CCAP1982_LOCUS5614|CAD6996946.1|CCAP
OG0005054	LOC119554268|XP_037721043.1|DSUP	CCAP1982_LOCUS14249|CAD7005909.1|CCAP
OG0005056	LOC119550140|XP_037714572.1|DSUP	CCAP1982_LOCUS21850|CAD7013830.1|CCAP
OG0005057	LOC119553007|XP_037718958.1|DSUP	CCAP1982_LOCUS12376|CAD7003953.1|CCAP
OG0005058	LOC119553279|XP_037719512.1|DSUP	CCAP1982_LOCUS11271|CAD7002801.1|CCAP
OG0005059	LOC119549904|XP_037714144.1|DSUP	CCAP1982_LOCUS7228|CAD6998663.1|CCAP
OG0005060	LOC119549231|XP_037713044.1|DSUP	CCAP1982_LOCUS7229|CAD6998664.1|CCAP
OG0005061	LOC119548462|XP_037711658.1|DSUP	CCAP1982_LOCUS5455|CAD6996780.1|CCAP
OG0005062	LOC119550836|XP_037715724.1|DSUP	CCAP1982_LOCUS21113|CAD7013028.1|CCAP
OG0005063	LOC119561988|XP_037731308.1|DSUP	CCAP1982_LOCUS23290|CAD7015345.1|CCAP
OG0005064	LOC119554095|XP_037720772.1|DSUP	CCAP1982_LOCUS12051|CAD7003605.1|CCAP
OG0005065	LOC119549159|XP_037712874.1|DSUP	CCAP1982_LOCUS22008|CAD7014001.1|CCAP
OG0005066	LOC119551472|XP_037716755.1|DSUP	CCAP1982_LOCUS22428|CAD7014432.1|CCAP
OG0005067	LOC119551299|XP_037716507.1|DSUP	CCAP1982_LOCUS22969|CAD7015012.1|CCAP
OG0005069	LOC119549013|XP_037712582.1|DSUP	CCAP1982_LOCUS21672|CAD7013621.1|CCAP
OG0005070	LOC119549044|XP_037712666.1|DSUP	CCAP1982_LOCUS19568|CAD7011468.1|CCAP
OG0005071	LOC119552824|XP_037718605.1|DSUP	CCAP1982_LOCUS14018|CAD7005662.1|CCAP
OG0005073	LOC119551170|XP_037716296.1|DSUP	CCAP1982_LOCUS21903|CAD7013889.1|CCAP
OG0005074	LOC119553302|XP_037719551.1|DSUP	CCAP1982_LOCUS10831|CAD7002346.1|CCAP
OG0005075	LOC119550474|XP_037715091.1|DSUP	CCAP1982_LOCUS21635|CAD7013579.1|CCAP
OG0005076	LOC119551515|XP_037716826.1|DSUP	CCAP1982_LOCUS22720|CAD7014742.1|CCAP
OG0005078	LOC119553355|XP_037719625.1|DSUP	CCAP1982_LOCUS11549|CAD7003086.1|CCAP
OG0005079	LOC119549097|XP_037712759.1|DSUP	CCAP1982_LOCUS22929|CAD7014969.1|CCAP
OG0005080	LOC119552485|XP_037718012.1|DSUP	CCAP1982_LOCUS12763|CAD7004347.1|CCAP
OG0005081	LOC119549133|XP_037712831.1|DSUP	CCAP1982_LOCUS23388|CAD7015447.1|CCAP
OG0005082	LOC119555464|XP_037722797.1|DSUP	CCAP1982_LOCUS14317|CAD7005980.1|CCAP
OG0005084	LOC119555400|XP_037722679.1|DSUP	CCAP1982_LOCUS14164|CAD7005818.1|CCAP
OG0005085	LOC119553526|XP_037719879.1|DSUP	CCAP1982_LOCUS14158|CAD7005812.1|CCAP
OG0005086	LOC119549058|XP_037712690.1|DSUP	CCAP1982_LOCUS21676|CAD7013626.1|CCAP
OG0005087	LOC119552760|XP_037718485.1|DSUP	CCAP1982_LOCUS12119|CAD7003682.1|CCAP
OG0005088	LOC119550963|XP_037715921.1|DSUP	CCAP1982_LOCUS22730|CAD7014753.1|CCAP
OG0005089	LOC119550961|XP_037715919.1|DSUP	CCAP1982_LOCUS22728|CAD7014751.1|CCAP
OG0005090	LOC119549726|XP_037713895.1|DSUP	CCAP1982_LOCUS20145|CAD7012043.1|CCAP
OG0005091	LOC119549931|XP_037714223.1|DSUP	CCAP1982_LOCUS21588|CAD7013528.1|CCAP
OG0005093	LOC119553325|XP_037719582.1|DSUP	CCAP1982_LOCUS11672|CAD7003212.1|CCAP
OG0005094	LOC119552843|XP_037718634.1|DSUP	CCAP1982_LOCUS11553|CAD7003090.1|CCAP
OG0005095	LOC119549007|XP_037712568.1|DSUP	CCAP1982_LOCUS22746|CAD7014773.1|CCAP
OG0005096	LOC119545957|XP_037707848.1|DSUP	CCAP1982_LOCUS5579|CAD6996906.1|CCAP
OG0005097	LOC119551600|XP_037716932.1|DSUP	CCAP1982_LOCUS22877|CAD7014913.1|CCAP
OG0005098	LOC119550278|XP_037714792.1|DSUP	CCAP1982_LOCUS22814|CAD7014847.1|CCAP
OG0005099	LOC119551853|XP_037717357.1|DSUP	CCAP1982_LOCUS22422|CAD7014426.1|CCAP
OG0005100	LOC119551852|XP_037717356.1|DSUP	CCAP1982_LOCUS22423|CAD7014427.1|CCAP
OG0005101	LOC119560181|XP_037729468.1|DSUP	CCAP1982_LOCUS629|CAD6991716.1|CCAP
OG0005102	LOC119549930|XP_037714200.1|DSUP	CCAP1982_LOCUS21789|CAD7013764.1|CCAP
OG0005103	LOC119550748|XP_037715596.1|DSUP	CCAP1982_LOCUS19567|CAD7011467.1|CCAP
OG0005105	LOC119554969|XP_037722026.1|DSUP	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP
OG0005106	LOC119552743|XP_037718436.1|DSUP	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP
OG0005107	LOC119554671|XP_037721601.1|DSUP	CCAP1982_LOCUS11286|CAD7002815.1|CCAP
OG0005108	LOC119551514|XP_037716825.1|DSUP	CCAP1982_LOCUS21876|CAD7013857.1|CCAP
OG0005110	LOC119555680|XP_037723231.1|DSUP	CCAP1982_LOCUS11756|CAD7003294.1|CCAP
OG0005111	LOC119553752|XP_037720281.1|DSUP	CCAP1982_LOCUS10912|CAD7002421.1|CCAP
OG0005112	LOC119552497|XP_037718028.1|DSUP	CCAP1982_LOCUS10915|CAD7002424.1|CCAP
OG0005113	LOC119553754|XP_037720285.1|DSUP	CCAP1982_LOCUS10914|CAD7002423.1|CCAP
OG0005114	LOC119554706|XP_037721638.1|DSUP	CCAP1982_LOCUS11402|CAD7002937.1|CCAP
OG0005115	LOC119547748|XP_037710672.1|DSUP	CCAP1982_LOCUS9125|CAD7000651.1|CCAP
OG0005116	LOC119552585|XP_037718147.1|DSUP	CCAP1982_LOCUS11754|CAD7003292.1|CCAP
OG0005118	LOC119546581|XP_037708915.1|DSUP	CCAP1982_LOCUS5705|CAD6997051.1|CCAP
OG0005119	LOC119551717|XP_037717118.1|DSUP	CCAP1982_LOCUS21355|CAD7013284.1|CCAP
OG0005120	LOC119553317|XP_037719573.1|DSUP	CCAP1982_LOCUS12996|CAD7004601.1|CCAP
OG0005121	LOC119555083|XP_037722227.1|DSUP	CCAP1982_LOCUS12864|CAD7004458.1|CCAP
OG0005122	LOC119554868|XP_037721878.1|DSUP	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP
OG0005123	LOC119554922|XP_037721955.1|DSUP	CCAP1982_LOCUS14325|CAD7005989.1|CCAP
OG0005125	LOC119555670|XP_037723205.1|DSUP	CCAP1982_LOCUS11993|CAD7003543.1|CCAP
