Orthogroup	DSUP.longest_only	CQUI.longest_only
OG0004942	LOC119555658|XP_037723167.1|DSUP	LOC6031047|XP_038117859.1|CQUI
OG0004943	LOC119553064|XP_037719118.1|DSUP	LOC6031049|XP_001841898.1|CQUI
OG0004944	LOC119555191|XP_037722376.1|DSUP	LOC6031063|XP_038122012.1|CQUI
OG0004945	LOC119551345|XP_037716589.1|DSUP	LOC6034091|XP_001844459.1|CQUI
OG0004946	LOC119553467|XP_037719797.1|DSUP	LOC6031006|XP_038120661.1|CQUI
OG0004947	LOC119554171|XP_037720889.1|DSUP	LOC6030999|XP_038118718.1|CQUI
OG0004948	LOC119553893|XP_037720488.1|DSUP	LOC6042818|XP_001870816.2|CQUI
OG0004949	LOC119555514|XP_037722862.1|DSUP	LOC6042820|XP_038120566.1|CQUI
OG0004950	LOC119554775|XP_037721746.1|DSUP	LOC6042821|XP_038119055.1|CQUI
OG0004951	LOC119546599|XP_037708958.1|DSUP	LOC6042824|XP_038116571.1|CQUI
OG0004952	LOC119552787|XP_037718540.1|DSUP	LOC6042826|XP_001870823.1|CQUI
OG0004953	LOC119552956|XP_037718867.1|DSUP	LOC6042828|XP_001870825.1|CQUI
OG0004954	LOC119554754|XP_037721710.1|DSUP	LOC6044579|XP_001862072.2|CQUI
OG0004955	LOC119555062|XP_037722193.1|DSUP	LOC6039263|XP_001848898.2|CQUI
OG0004956	LOC119550542|XP_037715199.1|DSUP	LOC6039267|XP_038115125.1|CQUI
OG0004957	LOC119553065|XP_037719119.1|DSUP	LOC6044083|XP_038114695.1|CQUI
OG0004958	LOC119555442|XP_037722744.1|DSUP	LOC6044069|XP_038116052.1|CQUI
OG0004959	LOC119555444|XP_037722746.1|DSUP	LOC6044062|XP_038121183.1|CQUI
OG0004960	LOC119555441|XP_037722740.1|DSUP	LOC6044067|XP_038122351.1|CQUI
OG0004961	LOC119549277|XP_037713139.1|DSUP	LOC6044063|XP_001861634.2|CQUI
OG0004962	LOC119555693|XP_037723275.1|DSUP	LOC6044088|XP_001861631.1|CQUI
OG0004963	LOC119552639|XP_037718258.1|DSUP	LOC119768573|XP_038114513.1|CQUI
OG0004964	LOC119553120|XP_037719235.1|DSUP	LOC6051406|XP_038117934.1|CQUI
OG0004965	LOC119555011|XP_037722082.1|DSUP	LOC6045672|XP_001862990.1|CQUI
OG0004966	LOC119553039|XP_037719030.1|DSUP	LOC119769641|XP_038118806.1|CQUI
OG0004967	LOC119551633|XP_037716986.1|DSUP	LOC6047369|XP_001864441.1|CQUI
OG0004968	LOC119554698|XP_037721629.1|DSUP	LOC119769240|XP_038117101.1|CQUI
OG0004969	LOC119550042|XP_037714423.1|DSUP	LOC6053218|XP_038121462.1|CQUI
OG0004970	LOC119554993|XP_037722059.1|DSUP	LOC6053219|XP_038121463.1|CQUI
OG0004971	LOC119552800|XP_037718561.1|DSUP	LOC6038838|XP_038121464.1|CQUI
OG0004972	LOC119553278|XP_037719499.1|DSUP	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI
OG0004973	LOC119553066|XP_037719120.1|DSUP	LOC6038820|XP_001848537.1|CQUI
OG0004974	LOC119555329|XP_037722588.1|DSUP	LOC6038807|XP_038117097.1|CQUI
OG0004975	LOC119552990|XP_037718937.1|DSUP	LOC6047332|XP_001864408.1|CQUI
OG0004976	LOC119553027|XP_037719011.1|DSUP	LOC6047334|XP_038120001.1|CQUI
OG0004977	LOC119549309|XP_037713197.1|DSUP	LOC6038664|XP_001848421.2|CQUI
OG0004978	LOC119552065|XP_037717757.1|DSUP	LOC6043644|XP_038118720.1|CQUI
OG0004979	LOC119553776|XP_037720311.1|DSUP	LOC6040580|XP_038119611.1|CQUI
OG0004980	LOC119553248|XP_037719452.1|DSUP	LOC6044646|XP_038121367.1|CQUI
OG0004981	LOC119553053|XP_037719093.1|DSUP	LOC6030984|XP_001841837.2|CQUI
OG0004982	LOC119554405|XP_037721223.1|DSUP	LOC6030985|XP_001841838.2|CQUI
OG0004983	LOC119554339|XP_037721132.1|DSUP	LOC6030977|XP_001841831.2|CQUI
OG0004984	LOC119554528|XP_037721402.1|DSUP	LOC6042840|XP_001870836.1|CQUI
OG0004985	LOC119555700|XP_037723282.1|DSUP	LOC6039545|XP_038118683.1|CQUI
OG0004986	LOC119553662|XP_037720100.1|DSUP	LOC6039551|XP_038120315.1|CQUI
OG0004987	LOC119554531|XP_037721409.1|DSUP	LOC6039550|XP_038119871.1|CQUI
OG0004988	LOC119555703|XP_037723284.1|DSUP	LOC6039548|XP_038121779.1|CQUI
OG0004989	LOC119554533|XP_037721412.1|DSUP	LOC6039553|XP_001849150.2|CQUI
OG0004990	LOC119551388|XP_037716641.1|DSUP	LOC6048516|XP_038118480.1|CQUI
OG0004991	LOC119549069|XP_037712703.1|DSUP	LOC6050162|XP_038114619.1|CQUI
OG0004992	LOC119549070|XP_037712704.1|DSUP	LOC119770788|XP_038122210.1|CQUI
OG0004994	LOC119554506|XP_037721371.1|DSUP	LOC6048750|XP_038120756.1|CQUI
OG0004995	LOC119555416|XP_037722701.1|DSUP	LOC6053538|XP_038122203.1|CQUI
OG0004996	LOC119553097|XP_037719181.1|DSUP	LOC6040205|XP_038115200.1|CQUI
OG0004997	LOC119552057|XP_037717746.1|DSUP	LOC6047338|XP_038120638.1|CQUI
OG0004998	LOC119552104|XP_037717817.1|DSUP	LOC6042306|XP_038120682.1|CQUI
OG0004999	LOC119555559|XP_037722932.1|DSUP	LOC6042305|XP_001851441.2|CQUI
OG0005000	LOC119549278|XP_037713140.1|DSUP	LOC6042316|XP_001851449.1|CQUI
OG0005001	LOC119552895|XP_037718741.1|DSUP	LOC6042318|XP_038117643.1|CQUI
OG0005002	LOC119554907|XP_037721938.1|DSUP	LOC6036305|XP_001846371.1|CQUI
OG0005003	LOC119553241|XP_037719439.1|DSUP	LOC6039421|XP_001849033.1|CQUI
OG0005004	LOC119555087|XP_037722232.1|DSUP	LOC6039420|XP_038117210.1|CQUI
OG0005005	LOC119553481|XP_037719818.1|DSUP	LOC6050235|XP_038121592.1|CQUI
OG0005006	LOC119553698|XP_037720182.1|DSUP	LOC6048924|XP_038118322.1|CQUI
OG0005007	LOC119554547|XP_037721436.1|DSUP	LOC6050230|XP_038118701.1|CQUI
OG0005008	LOC119553140|XP_037719265.1|DSUP	LOC6050233|XP_038117209.1|CQUI
OG0005009	LOC119554735|XP_037721684.1|DSUP	LOC6050239|XP_001866878.2|CQUI
OG0005010	LOC119553666|XP_037720106.1|DSUP	LOC6037314|XP_001847240.1|CQUI
OG0005011	LOC119549379|XP_037713344.1|DSUP	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC119554899|XP_037721928.1|DSUP	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC119563481|XP_037732834.1|DSUP	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC119555398|XP_037722676.1|DSUP	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC119553326|XP_037719585.1|DSUP	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC119554931|XP_037721968.1|DSUP	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC119553346|XP_037719611.1|DSUP	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC119552662|XP_037718296.1|DSUP	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC119554848|XP_037721855.1|DSUP	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC119550065|XP_037714456.1|DSUP	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC119546651|XP_037709033.1|DSUP	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC119554233|XP_037720992.1|DSUP	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC119550495|XP_037715114.1|DSUP	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC119555243|XP_037722456.1|DSUP	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC119554288|XP_037721073.1|DSUP	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC119554853|XP_037721861.1|DSUP	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC119553154|XP_037719303.1|DSUP	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC119560524|XP_037729928.1|DSUP	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC119552856|XP_037718660.1|DSUP	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC119555274|XP_037722505.1|DSUP	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC119553336|XP_037719599.1|DSUP	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC119553810|XP_037720359.1|DSUP	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC119552507|XP_037718045.1|DSUP	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC119554223|XP_037720979.1|DSUP	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC119552577|XP_037718135.1|DSUP	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC119552632|XP_037718239.1|DSUP	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC119555392|XP_037722666.1|DSUP	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC119553953|XP_037720575.1|DSUP	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC119547279|XP_037709990.1|DSUP	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC119552771|XP_037718506.1|DSUP	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC119555694|XP_037723277.1|DSUP	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC119555102|XP_037722248.1|DSUP	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC119551350|XP_037716597.1|DSUP	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC119551251|XP_037716424.1|DSUP	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC119550154|XP_037714593.1|DSUP	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC119550605|XP_037715351.1|DSUP	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC119554639|XP_037721563.1|DSUP	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC119554824|XP_037721826.1|DSUP	LOC6043964|XP_038119506.1|CQUI
OG0005049	LOC119552576|XP_037718130.1|DSUP	LOC119768748|XP_038115634.1|CQUI
OG0005050	LOC119550437|XP_037715036.1|DSUP	LOC6050302|XP_038115618.1|CQUI
OG0005051	LOC119555667|XP_037723202.1|DSUP	LOC6050157|XP_001866807.2|CQUI
OG0005052	LOC119553529|XP_037719883.1|DSUP	LOC6050152|XP_038115639.1|CQUI
OG0005053	LOC119546118|XP_037708137.1|DSUP	LOC6036573|XP_001846610.2|CQUI
OG0005057	LOC119553007|XP_037718958.1|DSUP	LOC6041258|XP_038116376.1|CQUI
OG0005058	LOC119553279|XP_037719512.1|DSUP	LOC6041261|XP_038117457.1|CQUI
OG0005059	LOC119549904|XP_037714144.1|DSUP	LOC6044170|XP_038122016.1|CQUI
OG0005060	LOC119549231|XP_037713044.1|DSUP	LOC6044171|XP_038115936.1|CQUI
OG0005061	LOC119548462|XP_037711658.1|DSUP	LOC6049748|XP_001866458.2|CQUI
OG0005062	LOC119550836|XP_037715724.1|DSUP	LOC6051819|XP_038121089.1|CQUI
OG0005063	LOC119561988|XP_037731308.1|DSUP	LOC6044013|XP_038121383.1|CQUI
OG0005064	LOC119554095|XP_037720772.1|DSUP	LOC6037286|XP_001847212.2|CQUI
OG0005065	LOC119549159|XP_037712874.1|DSUP	LOC6048327|XP_038118967.1|CQUI
OG0005067	LOC119551299|XP_037716507.1|DSUP	LOC6037144|XP_038120186.1|CQUI
OG0005068	LOC119554748|XP_037721701.1|DSUP	LOC6037049|XP_001847010.1|CQUI
OG0005069	LOC119549013|XP_037712582.1|DSUP	LOC6037041|XP_038115812.1|CQUI
OG0005070	LOC119549044|XP_037712666.1|DSUP	LOC6047528|XP_038121907.1|CQUI
OG0005071	LOC119552824|XP_037718605.1|DSUP	LOC6054513|XP_038114831.1|CQUI
OG0005072	LOC119558122|XP_037727281.1|DSUP	LOC6036533|XP_001846578.2|CQUI
OG0005073	LOC119551170|XP_037716296.1|DSUP	LOC6036535|XP_038121266.1|CQUI
OG0005074	LOC119553302|XP_037719551.1|DSUP	LOC6036544|XP_038121792.1|CQUI
OG0005075	LOC119550474|XP_037715091.1|DSUP	LOC6036276|XP_038117547.1|CQUI
OG0005076	LOC119551515|XP_037716826.1|DSUP	LOC6036274|XP_038117548.1|CQUI
OG0005078	LOC119553355|XP_037719625.1|DSUP	LOC6031918|XP_038114633.1|CQUI
OG0005079	LOC119549097|XP_037712759.1|DSUP	LOC6036188|XP_038116591.1|CQUI
OG0005080	LOC119552485|XP_037718012.1|DSUP	LOC6033569|XP_001843998.2|CQUI
OG0005081	LOC119549133|XP_037712831.1|DSUP	LOC6033555|XP_038119394.1|CQUI
OG0005082	LOC119555464|XP_037722797.1|DSUP	LOC6033536|XP_038122025.1|CQUI
OG0005083	LOC119558409|XP_037727869.1|DSUP	LOC6033535|XP_001843970.2|CQUI
OG0005084	LOC119555400|XP_037722679.1|DSUP	LOC6038416|XP_038122250.1|CQUI
OG0005085	LOC119553526|XP_037719879.1|DSUP	LOC6038412|XP_038120978.1|CQUI
OG0005086	LOC119549058|XP_037712690.1|DSUP	LOC6038411|XP_038118992.1|CQUI
OG0005087	LOC119552760|XP_037718485.1|DSUP	LOC6038405|XP_038114899.1|CQUI
OG0005088	LOC119550963|XP_037715921.1|DSUP	LOC6038385|XP_038121178.1|CQUI
OG0005089	LOC119550961|XP_037715919.1|DSUP	LOC6038260|XP_038118216.1|CQUI
OG0005090	LOC119549726|XP_037713895.1|DSUP	LOC6051933|XP_038110339.1|CQUI
OG0005091	LOC119549931|XP_037714223.1|DSUP	LOC6038240|XP_038118214.1|CQUI
OG0005092	LOC119555111|XP_037722262.1|DSUP	LOC6038873|XP_001848572.2|CQUI
OG0005093	LOC119553325|XP_037719582.1|DSUP	LOC6038875|XP_038122071.1|CQUI
OG0005094	LOC119552843|XP_037718634.1|DSUP	LOC6040611|XP_038115659.1|CQUI
OG0005095	LOC119549007|XP_037712568.1|DSUP	LOC6040617|XP_038115780.1|CQUI
OG0005096	LOC119545957|XP_037707848.1|DSUP	LOC6040626|XP_001849994.1|CQUI
OG0005097	LOC119551600|XP_037716932.1|DSUP	LOC6036430|XP_038119003.1|CQUI
OG0005098	LOC119550278|XP_037714792.1|DSUP	LOC6036428|XP_038118364.1|CQUI
OG0005099	LOC119551853|XP_037717357.1|DSUP	LOC6036413|XP_038119504.1|CQUI
OG0005100	LOC119551852|XP_037717356.1|DSUP	LOC6036412|XP_001846465.2|CQUI
OG0005101	LOC119560181|XP_037729468.1|DSUP	LOC6036404|XP_001846457.1|CQUI
OG0005102	LOC119549930|XP_037714200.1|DSUP	LOC6035467|XP_038118332.1|CQUI
OG0005103	LOC119550748|XP_037715596.1|DSUP	LOC6035478|XP_001845662.2|CQUI
OG0005104	LOC119547936|XP_037710911.1|DSUP	LOC6050895|XP_001867416.1|CQUI
OG0005105	LOC119554969|XP_037722026.1|DSUP	LOC6042843|XP_001853591.2|CQUI
OG0005106	LOC119552743|XP_037718436.1|DSUP	LOC6041987|XP_038117711.1|CQUI
OG0005107	LOC119554671|XP_037721601.1|DSUP	LOC6041984|XP_038114808.1|CQUI
OG0005108	LOC119551514|XP_037716825.1|DSUP	LOC6041972|XP_001851147.2|CQUI
OG0005109	LOC119556347|XP_037724377.1|DSUP	LOC6049627|XP_038120187.1|CQUI
OG0005110	LOC119555680|XP_037723231.1|DSUP	LOC6041010|XP_001850325.2|CQUI
OG0005111	LOC119553752|XP_037720281.1|DSUP	LOC6040982|XP_001850303.2|CQUI
OG0005112	LOC119552497|XP_037718028.1|DSUP	LOC6040981|XP_001850302.2|CQUI
OG0005113	LOC119553754|XP_037720285.1|DSUP	LOC6040983|XP_038119327.1|CQUI
OG0005114	LOC119554706|XP_037721638.1|DSUP	LOC6031301|XP_001842121.2|CQUI
OG0005115	LOC119547748|XP_037710672.1|DSUP	LOC6040026|XP_038121352.1|CQUI
OG0005116	LOC119552585|XP_037718147.1|DSUP	LOC6033575|XP_038116391.1|CQUI
OG0005117	LOC119556022|XP_037723730.1|DSUP	LOC6033582|XP_038119328.1|CQUI
OG0005118	LOC119546581|XP_037708915.1|DSUP	LOC6033583|XP_001844011.2|CQUI
OG0005119	LOC119551717|XP_037717118.1|DSUP	LOC6047935|XP_038115214.1|CQUI
OG0005120	LOC119553317|XP_037719573.1|DSUP	LOC6034650|XP_038117323.1|CQUI
OG0005121	LOC119555083|XP_037722227.1|DSUP	LOC6034619|XP_001844911.2|CQUI
OG0005122	LOC119554868|XP_037721878.1|DSUP	LOC6034613|XP_038119711.1|CQUI
OG0005123	LOC119554922|XP_037721955.1|DSUP	LOC6034608|XP_001844900.2|CQUI
OG0005124	LOC119552766|XP_037718499.1|DSUP	LOC6034597|XP_038120146.1|CQUI
OG0005125	LOC119555670|XP_037723205.1|DSUP	LOC6034595|XP_038120135.1|CQUI
OG0005126	LOC119553134|XP_037719254.1|DSUP	LOC6034586|XP_001844881.2|CQUI
OG0005127	LOC119553947|XP_037720567.1|DSUP	LOC6034572|XP_038120155.1|CQUI
OG0005128	LOC119550664|XP_037715438.1|DSUP	LOC6048528|XP_001865431.2|CQUI
OG0005129	LOC119553412|XP_037719715.1|DSUP	LOC6050361|XP_038121486.1|CQUI
OG0005130	LOC119554058|XP_037720728.1|DSUP	LOC119770387|XP_038121078.1|CQUI
OG0005131	LOC119552916|XP_037718781.1|DSUP	LOC6043145|XP_038117608.1|CQUI
OG0005132	LOC119552670|XP_037718307.1|DSUP	LOC6051820|XP_001868182.1|CQUI
OG0005133	LOC119553370|XP_037719644.1|DSUP	LOC6050837|XP_038120361.1|CQUI
OG0005134	LOC119554888|XP_037721906.1|DSUP	LOC6053181|XP_038118094.1|CQUI
OG0005135	LOC119552908|XP_037718762.1|DSUP	LOC6040246|XP_038121871.1|CQUI
OG0005136	LOC119553805|XP_037720351.1|DSUP	LOC6047556|XP_038118186.1|CQUI
OG0005137	LOC119550494|XP_037715117.1|DSUP	LOC6040230|XP_038118121.1|CQUI
OG0005138	LOC119554802|XP_037721780.1|DSUP	LOC6045922|XP_001863197.1|CQUI
OG0005139	LOC119555623|XP_037723071.1|DSUP	LOC6054772|XP_038118912.1|CQUI
OG0005140	LOC119548198|XP_037711255.1|DSUP	LOC6052506|XP_001868761.1|CQUI
OG0005141	LOC119549235|XP_037713053.1|DSUP	LOC6053153|XP_038117252.1|CQUI
OG0005142	LOC119554269|XP_037721048.1|DSUP	LOC6036833|XP_001846824.2|CQUI
OG0005143	LOC119555665|XP_037723179.1|DSUP	LOC6048137|XP_001865101.2|CQUI
OG0005144	LOC119553479|XP_037719816.1|DSUP	LOC6048136|XP_038121356.1|CQUI
OG0005145	LOC119554009|XP_037720649.1|DSUP	LOC6045374|XP_001865099.1|CQUI
OG0005146	LOC119552487|XP_037718013.1|DSUP	LOC6048154|XP_038120768.1|CQUI
OG0005147	LOC119552489|XP_037718017.1|DSUP	LOC6046866|XP_038120770.1|CQUI
OG0005148	LOC119553649|XP_037720062.1|DSUP	LOC6042326|XP_038116062.1|CQUI
OG0005149	LOC119549397|XP_037713380.1|DSUP	LOC6042328|XP_038115815.1|CQUI
OG0005150	LOC119552681|XP_037718327.1|DSUP	LOC6042337|XP_001851465.2|CQUI
OG0005151	LOC119554033|XP_037720679.1|DSUP	LOC6045499|XP_001862861.1|CQUI
OG0005152	LOC119554502|XP_037721363.1|DSUP	LOC6042340|XP_038121484.1|CQUI
OG0005153	LOC119554485|XP_037721342.1|DSUP	LOC6045506|XP_038114837.1|CQUI
OG0005154	LOC119552906|XP_037718760.1|DSUP	LOC6044906|XP_038115199.1|CQUI
OG0005155	LOC119554893|XP_037721923.1|DSUP	LOC6037186|XP_038119754.1|CQUI
OG0005156	LOC119560259|XP_037729552.1|DSUP	LOC6037163|XP_001847100.1|CQUI
OG0005157	LOC119552151|XP_037717884.1|DSUP	LOC6037152|XP_038114887.1|CQUI
OG0005158	LOC119554870|XP_037721881.1|DSUP	LOC6035490|XP_038115157.1|CQUI
OG0005159	LOC119553837|XP_037720399.1|DSUP	LOC6035487|XP_001845668.1|CQUI
OG0005160	LOC119554651|XP_037721580.1|DSUP	LOC6035479|XP_038118863.1|CQUI
OG0005161	LOC119552084|XP_037717788.1|DSUP	LOC6043802|XP_038119579.1|CQUI
OG0005162	LOC119558140|XP_037727300.1|DSUP	LOC6043791|XP_001861392.2|CQUI
OG0005163	LOC119554044|XP_037720702.1|DSUP	LOC6033516|XP_038116265.1|CQUI
OG0005164	LOC119552663|XP_037718297.1|DSUP	LOC6033486|XP_038119447.1|CQUI
OG0005165	LOC119549186|XP_037712943.1|DSUP	LOC6033464|XP_038119075.1|CQUI
OG0005166	LOC119560934|XP_037730597.1|DSUP	LOC6052584|XP_038119667.1|CQUI
OG0005167	LOC119560318|XP_037729624.1|DSUP	LOC6052583|XP_001868823.2|CQUI
OG0005168	LOC119553642|XP_037720048.1|DSUP	LOC6050599|XP_038118914.1|CQUI
OG0005169	LOC119554330|XP_037721122.1|DSUP	LOC6052233|XP_038115875.1|CQUI
OG0005170	LOC119553727|XP_037720242.1|DSUP	LOC6052228|XP_001868526.2|CQUI
OG0005171	LOC119555115|XP_037722267.1|DSUP	LOC6052229|XP_001868527.2|CQUI
OG0005172	LOC119550650|XP_037715417.1|DSUP	LOC6050816|XP_038118180.1|CQUI
OG0005173	LOC119551203|XP_037716365.1|DSUP	LOC6053984|XP_001869972.2|CQUI
OG0005174	LOC119551599|XP_037716929.1|DSUP	LOC6036836|XP_001846827.2|CQUI
OG0005175	LOC119549037|XP_037712649.1|DSUP	LOC6030833|XP_038115984.1|CQUI
OG0005176	LOC119551650|XP_037717013.1|DSUP	LOC6030790|XP_038116008.1|CQUI
OG0005177	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP	LOC6030788|XP_038115994.1|CQUI
OG0005178	LOC119554924|XP_037721957.1|DSUP	LOC6030819|XP_001841687.2|CQUI
OG0005179	LOC119555593|XP_037723012.1|DSUP	LOC6030806|XP_001841695.2|CQUI
OG0005180	LOC119555183|XP_037722363.1|DSUP	LOC6030843|XP_001841727.2|CQUI
OG0005181	LOC119555831|XP_037723385.1|DSUP	LOC6030846|XP_038115184.1|CQUI
OG0005182	LOC119549450|XP_037713474.1|DSUP	LOC6030849|XP_038114778.1|CQUI
OG0005183	LOC119552127|XP_037717844.1|DSUP	LOC6030853|XP_038121172.1|CQUI
OG0005184	LOC119549461|XP_037713488.1|DSUP	LOC6030855|XP_038114565.1|CQUI
OG0005185	LOC119550009|XP_037714360.1|DSUP	LOC6030857|XP_001841739.2|CQUI
OG0005186	LOC119551696|XP_037717093.1|DSUP	LOC6030862|XP_038119644.1|CQUI
OG0005189	LOC119556161|XP_037723993.1|DSUP	LOC119768798|XP_038115958.1|CQUI
OG0005191	LOC119545770|XP_037707545.1|DSUP	LOC6051822|XP_038115401.1|CQUI
OG0005192	LOC119549162|XP_037712877.1|DSUP	LOC6042901|XP_038115665.1|CQUI
OG0005193	LOC119552080|XP_037717784.1|DSUP	LOC6042894|XP_038116234.1|CQUI
OG0005194	LOC119550806|XP_037715670.1|DSUP	LOC6030941|XP_038116018.1|CQUI
OG0005195	LOC119549286|XP_037713163.1|DSUP	LOC6030939|XP_001841801.2|CQUI
OG0005196	LOC119555180|XP_037722358.1|DSUP	LOC6042982|XP_038111849.1|CQUI
OG0005197	LOC119551854|XP_037717359.1|DSUP	LOC6030936|XP_038119062.1|CQUI
OG0005198	LOC119554279|XP_037721060.1|DSUP	LOC6030933|XP_038119635.1|CQUI
OG0005199	LOC119550016|XP_037714367.1|DSUP	LOC119770639|XP_038121828.1|CQUI
OG0005200	LOC119549917|XP_037714167.1|DSUP	LOC6045730|XP_001863038.1|CQUI
OG0005201	LOC119551452|XP_037716726.1|DSUP	LOC6053185|XP_038117002.1|CQUI
OG0005202	LOC119550785|XP_037715645.1|DSUP	LOC6044309|XP_001861839.2|CQUI
OG0005203	LOC119550672|XP_037715454.1|DSUP	LOC6048111|XP_038110579.1|CQUI
OG0005204	LOC119546655|XP_037709038.1|DSUP	LOC6041408|XP_001850671.2|CQUI
OG0005205	LOC119547366|XP_037710113.1|DSUP	LOC6041406|XP_001850669.2|CQUI
OG0005206	LOC119550826|XP_037715698.1|DSUP	LOC6051787|XP_001868159.2|CQUI
OG0005207	LOC119552162|XP_037717910.1|DSUP	LOC6046469|XP_038108912.1|CQUI
OG0005208	LOC119550870|XP_037715778.1|DSUP	LOC6046463|XP_001863656.2|CQUI
OG0005209	LOC119545982|XP_037707889.1|DSUP	LOC6046464|XP_038109979.1|CQUI
OG0005210	LOC119545981|XP_037707886.1|DSUP	LOC6046465|XP_038114366.1|CQUI
OG0005211	LOC119553130|XP_037719251.1|DSUP	LOC6048636|XP_038109044.1|CQUI
OG0005213	LOC119557952|XP_037726915.1|DSUP	LOC6041305|XP_001850585.1|CQUI
OG0005214	LOC119548581|XP_037711827.1|DSUP	LOC6041316|XP_038113615.1|CQUI
OG0005215	LOC119547234|XP_037709933.1|DSUP	LOC6041317|XP_038113616.1|CQUI
OG0005216	LOC119545974|XP_037707873.1|DSUP	LOC6041324|XP_001850603.1|CQUI
OG0005217	LOC119548881|XP_037712440.1|DSUP	LOC6032431|XP_038106100.1|CQUI
OG0005218	LOC119547199|XP_037709867.1|DSUP	LOC6032434|XP_038108060.1|CQUI
OG0005219	LOC119550843|XP_037715738.1|DSUP	LOC6032437|XP_001843034.2|CQUI
OG0005220	LOC119553359|XP_037719632.1|DSUP	LOC6032438|XP_001843035.1|CQUI
OG0005221	LOC119548398|XP_037711554.1|DSUP	LOC6032440|XP_038109223.1|CQUI
OG0005222	LOC119546342|XP_037708477.1|DSUP	LOC6032445|XP_038111243.1|CQUI
OG0005223	LOC119546249|XP_037708330.1|DSUP	LOC6032464|XP_001843057.1|CQUI
OG0005224	LOC119548602|XP_037711887.1|DSUP	LOC6032489|XP_038106041.1|CQUI
OG0005225	LOC119547637|XP_037710505.1|DSUP	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI
OG0005226	LOC119545975|XP_037707874.1|DSUP	LOC6034105|XP_038113260.1|CQUI
OG0005227	LOC119547108|XP_037709746.1|DSUP	LOC119767894|XP_038113700.1|CQUI
OG0005228	LOC119548802|XP_037712307.1|DSUP	LOC6034101|XP_001844474.1|CQUI
OG0005229	LOC119546919|XP_037709477.1|DSUP	LOC6034118|XP_038113399.1|CQUI
OG0005230	LOC119546876|XP_037709411.1|DSUP	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI
OG0005231	LOC119546731|XP_037709149.1|DSUP	LOC6034134|XP_001844499.2|CQUI
OG0005232	LOC119546424|XP_037708619.1|DSUP	LOC6034142|XP_001844503.2|CQUI
OG0005233	LOC119546964|XP_037709538.1|DSUP	LOC6034148|XP_001844507.1|CQUI
OG0005234	LOC119547771|XP_037710711.1|DSUP	LOC6037887|XP_001847753.1|CQUI
OG0005235	LOC119546616|XP_037708981.1|DSUP	LOC6036688|XP_038112310.1|CQUI
OG0005236	LOC119547282|XP_037709993.1|DSUP	LOC6036685|XP_001846691.2|CQUI
OG0005237	LOC119547281|XP_037709992.1|DSUP	LOC6036684|XP_038109375.1|CQUI
OG0005238	LOC119547863|XP_037710823.1|DSUP	LOC6036678|XP_001846686.2|CQUI
OG0005239	LOC119548763|XP_037712232.1|DSUP	LOC6046042|XP_038111302.1|CQUI
