Orthogroup	DSUP.longest_only	CPIP.longest_only
OG0004976	LOC119553027|XP_037719011.1|DSUP	LOC120424794|XP_039444938.1|CPIP
OG0004977	LOC119549309|XP_037713197.1|DSUP	LOC120418885|XP_039437352.1|CPIP
OG0004978	LOC119552065|XP_037717757.1|DSUP	LOC120418867|XP_039437336.1|CPIP
OG0004979	LOC119553776|XP_037720311.1|DSUP	LOC120430073|XP_039451100.1|CPIP
OG0004980	LOC119553248|XP_037719452.1|DSUP	LOC120430112|XP_039451134.1|CPIP
OG0004981	LOC119553053|XP_037719093.1|DSUP	LOC120426778|XP_039447488.1|CPIP
OG0004982	LOC119554405|XP_037721223.1|DSUP	LOC120426620|XP_039447351.1|CPIP
OG0004983	LOC119554339|XP_037721132.1|DSUP	LOC120427270|XP_039448061.1|CPIP
OG0004984	LOC119554528|XP_037721402.1|DSUP	LOC120422850|XP_039442330.1|CPIP
OG0004985	LOC119555700|XP_037723282.1|DSUP	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP
OG0004986	LOC119553662|XP_037720100.1|DSUP	LOC120416551|XP_039434215.1|CPIP
OG0004987	LOC119554531|XP_037721409.1|DSUP	LOC120430753|XP_039451794.1|CPIP
OG0004988	LOC119555703|XP_037723284.1|DSUP	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP
OG0004989	LOC119554533|XP_037721412.1|DSUP	LOC120416557|XP_039434223.1|CPIP
OG0004990	LOC119551388|XP_037716641.1|DSUP	LOC120429257|XP_039450406.1|CPIP
OG0004991	LOC119549069|XP_037712703.1|DSUP	LOC120420680|XP_039439711.1|CPIP
OG0004992	LOC119549070|XP_037712704.1|DSUP	LOC120420662|XP_039439690.1|CPIP
OG0004994	LOC119554506|XP_037721371.1|DSUP	LOC120428626|XP_039449609.1|CPIP
OG0004995	LOC119555416|XP_037722701.1|DSUP	LOC120431470|XP_039452518.1|CPIP
OG0004996	LOC119553097|XP_037719181.1|DSUP	LOC120431466|XP_039452514.1|CPIP
OG0004997	LOC119552057|XP_037717746.1|DSUP	LOC120427040|XP_039447803.1|CPIP
OG0004998	LOC119552104|XP_037717817.1|DSUP	LOC120421548|XP_039440708.1|CPIP
OG0004999	LOC119555559|XP_037722932.1|DSUP	LOC120421540|XP_039440703.1|CPIP
OG0005000	LOC119549278|XP_037713140.1|DSUP	LOC120421541|XP_039440704.1|CPIP
OG0005001	LOC119552895|XP_037718741.1|DSUP	LOC120421537|XP_039440696.1|CPIP
OG0005002	LOC119554907|XP_037721938.1|DSUP	LOC120420113|XP_039438996.1|CPIP
OG0005003	LOC119553241|XP_037719439.1|DSUP	LOC120413162|XP_039429804.1|CPIP
OG0005004	LOC119555087|XP_037722232.1|DSUP	LOC120413190|XP_039429837.1|CPIP
OG0005005	LOC119553481|XP_037719818.1|DSUP	LOC120413212|XP_039429865.1|CPIP
OG0005006	LOC119553698|XP_037720182.1|DSUP	LOC120413177|XP_039429823.1|CPIP
OG0005007	LOC119554547|XP_037721436.1|DSUP	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP
OG0005008	LOC119553140|XP_037719265.1|DSUP	LOC120413179|XP_039429826.1|CPIP
OG0005009	LOC119554735|XP_037721684.1|DSUP	LOC120413184|XP_039429832.1|CPIP
OG0005010	LOC119553666|XP_037720106.1|DSUP	LOC120428755|XP_039449771.1|CPIP
OG0005011	LOC119549379|XP_037713344.1|DSUP	LOC120428747|XP_039449759.1|CPIP
OG0005012	LOC119554899|XP_037721928.1|DSUP	LOC120413225|XP_039429885.1|CPIP
OG0005013	LOC119563481|XP_037732834.1|DSUP	LOC120418477|XP_039436847.1|CPIP
OG0005014	LOC119555398|XP_037722676.1|DSUP	LOC120413164|XP_039429808.1|CPIP
OG0005015	LOC119553326|XP_037719585.1|DSUP	LOC120413196|XP_039429845.1|CPIP
OG0005016	LOC119554931|XP_037721968.1|DSUP	LOC120418495|XP_039436866.1|CPIP
OG0005017	LOC119553346|XP_037719611.1|DSUP	LOC120424863|XP_039445050.1|CPIP
OG0005018	LOC119552662|XP_037718296.1|DSUP	LOC120424831|XP_039444993.1|CPIP
OG0005019	LOC119554848|XP_037721855.1|DSUP	LOC120424830|XP_039444992.1|CPIP
OG0005020	LOC119550065|XP_037714456.1|DSUP	LOC120420088|XP_039438953.1|CPIP
OG0005021	LOC119546651|XP_037709033.1|DSUP	LOC120420066|XP_039438919.1|CPIP
OG0005022	LOC119554233|XP_037720992.1|DSUP	LOC120420060|XP_039438908.1|CPIP
OG0005023	LOC119550495|XP_037715114.1|DSUP	LOC120420061|XP_039438909.1|CPIP
OG0005024	LOC119555243|XP_037722456.1|DSUP	LOC120420111|XP_039438993.1|CPIP
OG0005025	LOC119554288|XP_037721073.1|DSUP	LOC120429151|XP_039450290.1|CPIP
OG0005026	LOC119554853|XP_037721861.1|DSUP	LOC120429157|XP_039450299.1|CPIP
OG0005027	LOC119553154|XP_037719303.1|DSUP	LOC120416524|XP_039434174.1|CPIP
OG0005028	LOC119560524|XP_037729928.1|DSUP	LOC120416510|XP_039434161.1|CPIP
OG0005029	LOC119552856|XP_037718660.1|DSUP	LOC120416487|XP_039434140.1|CPIP
OG0005030	LOC119555274|XP_037722505.1|DSUP	LOC120428830|XP_039449875.1|CPIP
OG0005031	LOC119553336|XP_037719599.1|DSUP	LOC120430776|XP_039451819.1|CPIP
OG0005032	LOC119553810|XP_037720359.1|DSUP	LOC120413472|XP_039430243.1|CPIP
OG0005033	LOC119552507|XP_037718045.1|DSUP	LOC120413444|XP_039430207.1|CPIP
OG0005034	LOC119554223|XP_037720979.1|DSUP	LOC120429603|XP_039450569.1|CPIP
OG0005035	LOC119552577|XP_037718135.1|DSUP	LOC120418036|XP_039436215.1|CPIP
OG0005036	LOC119552632|XP_037718239.1|DSUP	LOC120418030|XP_039436211.1|CPIP
OG0005037	LOC119555392|XP_037722666.1|DSUP	LOC120418031|XP_039436212.1|CPIP
OG0005038	LOC119553953|XP_037720575.1|DSUP	LOC120418931|XP_039437401.1|CPIP
OG0005039	LOC119547279|XP_037709990.1|DSUP	LOC120418922|XP_039437386.1|CPIP
OG0005040	LOC119552771|XP_037718506.1|DSUP	LOC120418912|XP_039437374.1|CPIP
OG0005041	LOC119555694|XP_037723277.1|DSUP	LOC120418938|XP_039437410.1|CPIP
OG0005042	LOC119555102|XP_037722248.1|DSUP	LOC120418910|XP_039437372.1|CPIP
OG0005043	LOC119551350|XP_037716597.1|DSUP	LOC120418914|XP_039437379.1|CPIP
OG0005044	LOC119551251|XP_037716424.1|DSUP	LOC120418909|XP_039437370.1|CPIP
OG0005049	LOC119552576|XP_037718130.1|DSUP	LOC120420676|XP_039439708.1|CPIP
OG0005050	LOC119550437|XP_037715036.1|DSUP	LOC120420647|XP_039439660.1|CPIP
OG0005051	LOC119555667|XP_037723202.1|DSUP	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC119553529|XP_037719883.1|DSUP	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC119546118|XP_037708137.1|DSUP	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC119554268|XP_037721043.1|DSUP	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC119558045|XP_037727121.1|DSUP	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC119550140|XP_037714572.1|DSUP	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC119553007|XP_037718958.1|DSUP	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC119553279|XP_037719512.1|DSUP	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC119549904|XP_037714144.1|DSUP	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC119549231|XP_037713044.1|DSUP	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC119548462|XP_037711658.1|DSUP	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC119550836|XP_037715724.1|DSUP	LOC120412582|XP_039429026.1|CPIP
OG0005063	LOC119561988|XP_037731308.1|DSUP	LOC120421550|XP_039440711.1|CPIP
OG0005064	LOC119554095|XP_037720772.1|DSUP	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC119549159|XP_037712874.1|DSUP	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC119551472|XP_037716755.1|DSUP	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC119551299|XP_037716507.1|DSUP	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC119554748|XP_037721701.1|DSUP	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC119549013|XP_037712582.1|DSUP	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC119549044|XP_037712666.1|DSUP	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC119552824|XP_037718605.1|DSUP	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC119558122|XP_037727281.1|DSUP	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC119551170|XP_037716296.1|DSUP	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC119553302|XP_037719551.1|DSUP	LOC120416564|XP_039434229.1|CPIP
OG0005075	LOC119550474|XP_037715091.1|DSUP	LOC120420073|XP_039438930.1|CPIP
OG0005076	LOC119551515|XP_037716826.1|DSUP	LOC120420080|XP_039438941.1|CPIP
OG0005078	LOC119553355|XP_037719625.1|DSUP	LOC120419978|XP_039438787.1|CPIP
OG0005079	LOC119549097|XP_037712759.1|DSUP	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC119552485|XP_037718012.1|DSUP	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC119549133|XP_037712831.1|DSUP	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC119555464|XP_037722797.1|DSUP	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC119558409|XP_037727869.1|DSUP	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC119555400|XP_037722679.1|DSUP	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC119553526|XP_037719879.1|DSUP	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC119549058|XP_037712690.1|DSUP	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC119552760|XP_037718485.1|DSUP	LOC120431426|XP_039452480.1|CPIP
OG0005088	LOC119550963|XP_037715921.1|DSUP	LOC120414436|XP_039431555.1|CPIP
OG0005089	LOC119550961|XP_037715919.1|DSUP	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC119549726|XP_037713895.1|DSUP	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC119549931|XP_037714223.1|DSUP	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC119555111|XP_037722262.1|DSUP	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC119553325|XP_037719582.1|DSUP	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC119552843|XP_037718634.1|DSUP	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC119549007|XP_037712568.1|DSUP	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC119545957|XP_037707848.1|DSUP	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC119551600|XP_037716932.1|DSUP	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC119550278|XP_037714792.1|DSUP	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC119551853|XP_037717357.1|DSUP	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC119551852|XP_037717356.1|DSUP	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC119560181|XP_037729468.1|DSUP	LOC120423604|XP_039443403.1|CPIP
OG0005102	LOC119549930|XP_037714200.1|DSUP	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC119550748|XP_037715596.1|DSUP	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC119547936|XP_037710911.1|DSUP	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC119554969|XP_037722026.1|DSUP	LOC120413431|XP_039430176.1|CPIP
OG0005106	LOC119552743|XP_037718436.1|DSUP	LOC120413416|XP_039430155.1|CPIP
OG0005107	LOC119554671|XP_037721601.1|DSUP	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC119551514|XP_037716825.1|DSUP	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC119556347|XP_037724377.1|DSUP	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC119555680|XP_037723231.1|DSUP	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC119553752|XP_037720281.1|DSUP	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC119552497|XP_037718028.1|DSUP	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC119553754|XP_037720285.1|DSUP	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC119554706|XP_037721638.1|DSUP	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC119547748|XP_037710672.1|DSUP	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC119552585|XP_037718147.1|DSUP	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC119556022|XP_037723730.1|DSUP	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC119546581|XP_037708915.1|DSUP	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC119551717|XP_037717118.1|DSUP	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC119553317|XP_037719573.1|DSUP	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC119555083|XP_037722227.1|DSUP	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC119554868|XP_037721878.1|DSUP	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC119554922|XP_037721955.1|DSUP	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC119552766|XP_037718499.1|DSUP	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC119555670|XP_037723205.1|DSUP	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC119553134|XP_037719254.1|DSUP	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC119553947|XP_037720567.1|DSUP	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC119550664|XP_037715438.1|DSUP	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC119553412|XP_037719715.1|DSUP	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC119554058|XP_037720728.1|DSUP	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC119552670|XP_037718307.1|DSUP	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC119553370|XP_037719644.1|DSUP	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC119554888|XP_037721906.1|DSUP	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC119552908|XP_037718762.1|DSUP	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC119553805|XP_037720351.1|DSUP	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC119550494|XP_037715117.1|DSUP	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC119554802|XP_037721780.1|DSUP	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC119555623|XP_037723071.1|DSUP	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC119548198|XP_037711255.1|DSUP	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC119549235|XP_037713053.1|DSUP	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC119554269|XP_037721048.1|DSUP	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC119555665|XP_037723179.1|DSUP	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC119553479|XP_037719816.1|DSUP	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC119554009|XP_037720649.1|DSUP	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC119552487|XP_037718013.1|DSUP	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC119552489|XP_037718017.1|DSUP	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC119553649|XP_037720062.1|DSUP	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC119549397|XP_037713380.1|DSUP	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC119552681|XP_037718327.1|DSUP	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC119554033|XP_037720679.1|DSUP	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC119554502|XP_037721363.1|DSUP	LOC120418659|XP_039437040.1|CPIP
OG0005153	LOC119554485|XP_037721342.1|DSUP	LOC120418665|XP_039437050.1|CPIP
OG0005154	LOC119552906|XP_037718760.1|DSUP	LOC120418680|XP_039437070.1|CPIP
OG0005155	LOC119554893|XP_037721923.1|DSUP	LOC120419001|XP_039437507.1|CPIP
OG0005156	LOC119560259|XP_037729552.1|DSUP	LOC120427117|XP_039447904.1|CPIP
OG0005157	LOC119552151|XP_037717884.1|DSUP	LOC120427130|XP_039447918.1|CPIP
OG0005158	LOC119554870|XP_037721881.1|DSUP	LOC120419527|XP_039438173.1|CPIP
OG0005159	LOC119553837|XP_037720399.1|DSUP	LOC120419525|XP_039438171.1|CPIP
OG0005160	LOC119554651|XP_037721580.1|DSUP	LOC120419520|XP_039438163.1|CPIP
OG0005161	LOC119552084|XP_037717788.1|DSUP	LOC120422697|XP_039442142.1|CPIP
OG0005162	LOC119558140|XP_037727300.1|DSUP	LOC120422702|XP_039442147.1|CPIP
OG0005163	LOC119554044|XP_037720702.1|DSUP	LOC120417455|XP_039435446.1|CPIP
OG0005164	LOC119552663|XP_037718297.1|DSUP	LOC120417458|XP_039435449.1|CPIP
OG0005165	LOC119549186|XP_037712943.1|DSUP	LOC120429715|XP_039450688.1|CPIP
OG0005166	LOC119560934|XP_037730597.1|DSUP	LOC120421404|XP_039440540.1|CPIP
OG0005167	LOC119560318|XP_037729624.1|DSUP	LOC120421405|XP_039440541.1|CPIP
OG0005168	LOC119553642|XP_037720048.1|DSUP	LOC120421394|XP_039440529.1|CPIP
OG0005169	LOC119554330|XP_037721122.1|DSUP	LOC120421393|XP_039440528.1|CPIP
OG0005170	LOC119553727|XP_037720242.1|DSUP	LOC120421391|XP_039440525.1|CPIP
OG0005171	LOC119555115|XP_037722267.1|DSUP	LOC120421392|XP_039440527.1|CPIP
OG0005172	LOC119550650|XP_037715417.1|DSUP	LOC120421386|XP_039440514.1|CPIP
OG0005173	LOC119551203|XP_037716365.1|DSUP	LOC120431184|XP_039452260.1|CPIP
OG0005174	LOC119551599|XP_037716929.1|DSUP	LOC120431186|XP_039452262.1|CPIP
OG0005175	LOC119549037|XP_037712649.1|DSUP	LOC120421921|XP_039441155.1|CPIP
OG0005176	LOC119551650|XP_037717013.1|DSUP	LOC120421930|XP_039441169.1|CPIP
OG0005177	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP
OG0005178	LOC119554924|XP_037721957.1|DSUP	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP
OG0005179	LOC119555593|XP_037723012.1|DSUP	LOC120421898|XP_039441130.1|CPIP
OG0005180	LOC119555183|XP_037722363.1|DSUP	LOC120430636|XP_039451665.1|CPIP
OG0005181	LOC119555831|XP_037723385.1|DSUP	LOC120431061|XP_039452148.1|CPIP
OG0005182	LOC119549450|XP_037713474.1|DSUP	LOC120431062|XP_039452149.1|CPIP
OG0005183	LOC119552127|XP_037717844.1|DSUP	LOC120431056|XP_039452144.1|CPIP
OG0005184	LOC119549461|XP_037713488.1|DSUP	LOC120427289|XP_039448075.1|CPIP
OG0005185	LOC119550009|XP_037714360.1|DSUP	LOC120427293|XP_039448079.1|CPIP
OG0005186	LOC119551696|XP_037717093.1|DSUP	LOC120427296|XP_039448084.1|CPIP
OG0005187	LOC119551201|XP_037716331.1|DSUP	LOC120418809|XP_039437240.1|CPIP
OG0005188	LOC119550411|XP_037714997.1|DSUP	LOC120418812|XP_039437257.1|CPIP
OG0005189	LOC119556161|XP_037723993.1|DSUP	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP
OG0005191	LOC119545770|XP_037707545.1|DSUP	LOC120429227|XP_039450375.1|CPIP
OG0005196	LOC119555180|XP_037722358.1|DSUP	LOC120429042|XP_039450114.1|CPIP
OG0005199	LOC119550016|XP_037714367.1|DSUP	LOC120428478|XP_039449426.1|CPIP
OG0005200	LOC119549917|XP_037714167.1|DSUP	LOC120424300|XP_039444319.1|CPIP
OG0005201	LOC119551452|XP_037716726.1|DSUP	LOC120424220|XP_039444208.1|CPIP
OG0005202	LOC119550785|XP_037715645.1|DSUP	LOC120413952|XP_039430889.1|CPIP
OG0005211	LOC119553130|XP_037719251.1|DSUP	LOC120425448|XP_039445914.1|CPIP
OG0005212	LOC119549697|XP_037713848.1|DSUP	LOC120425446|XP_039445913.1|CPIP
OG0005213	LOC119557952|XP_037726915.1|DSUP	LOC120422192|XP_039441507.1|CPIP
OG0005214	LOC119548581|XP_037711827.1|DSUP	LOC120414729|XP_039431968.1|CPIP
OG0005215	LOC119547234|XP_037709933.1|DSUP	LOC120414647|XP_039431828.1|CPIP
OG0005216	LOC119545974|XP_037707873.1|DSUP	LOC120414706|XP_039431948.1|CPIP
OG0005217	LOC119548881|XP_037712440.1|DSUP	LOC120414646|XP_039431818.1|CPIP
OG0005219	LOC119550843|XP_037715738.1|DSUP	LOC120414659|XP_039431853.1|CPIP
OG0005220	LOC119553359|XP_037719632.1|DSUP	LOC120414656|XP_039431849.1|CPIP
OG0005221	LOC119548398|XP_037711554.1|DSUP	LOC120414672|XP_039431887.1|CPIP
OG0005222	LOC119546342|XP_037708477.1|DSUP	LOC120414652|XP_039431836.1|CPIP
OG0005223	LOC119546249|XP_037708330.1|DSUP	LOC120414655|XP_039431847.1|CPIP
OG0005224	LOC119548602|XP_037711887.1|DSUP	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP
OG0005225	LOC119547637|XP_037710505.1|DSUP	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP
OG0005226	LOC119545975|XP_037707874.1|DSUP	LOC120431198|XP_039452275.1|CPIP
OG0005227	LOC119547108|XP_037709746.1|DSUP	LOC120431192|XP_039452268.1|CPIP
OG0005228	LOC119548802|XP_037712307.1|DSUP	LOC120431190|XP_039452266.1|CPIP
OG0005229	LOC119546919|XP_037709477.1|DSUP	LOC120431282|XP_039452354.1|CPIP
OG0005230	LOC119546876|XP_037709411.1|DSUP	LOC120427685|XP_039448505.1|CPIP
OG0005231	LOC119546731|XP_037709149.1|DSUP	LOC120422793|XP_039442267.1|CPIP
OG0005232	LOC119546424|XP_037708619.1|DSUP	LOC120422785|XP_039442257.1|CPIP
OG0005233	LOC119546964|XP_037709538.1|DSUP	LOC120422805|XP_039442281.1|CPIP
OG0005234	LOC119547771|XP_037710711.1|DSUP	LOC120425848|XP_039446401.1|CPIP
OG0005235	LOC119546616|XP_037708981.1|DSUP	LOC120415484|XP_039432986.1|CPIP
OG0005236	LOC119547282|XP_037709993.1|DSUP	LOC120415483|XP_039432983.1|CPIP
OG0005237	LOC119547281|XP_037709992.1|DSUP	LOC120415481|XP_039432980.1|CPIP
OG0005238	LOC119547863|XP_037710823.1|DSUP	LOC120415473|XP_039432968.1|CPIP
OG0005239	LOC119548763|XP_037712232.1|DSUP	LOC120419188|XP_039437792.1|CPIP
OG0005240	LOC119548298|XP_037711393.1|DSUP	LOC120422788|XP_039442261.1|CPIP
OG0005241	LOC119546846|XP_037709369.1|DSUP	LOC120422783|XP_039442250.1|CPIP
OG0005242	LOC119547981|XP_037710964.1|DSUP	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP
OG0005243	LOC119546579|XP_037708911.1|DSUP	LOC120415693|XP_039433221.1|CPIP
OG0005244	LOC119561028|XP_037730781.1|DSUP	LOC120415669|XP_039433186.1|CPIP
OG0005245	LOC119559993|XP_037729187.1|DSUP	LOC120415676|XP_039433197.1|CPIP
OG0005246	LOC119546947|XP_037709515.1|DSUP	LOC120415690|XP_039433219.1|CPIP
OG0005247	LOC119549816|XP_037714022.1|DSUP	LOC120415685|XP_039433203.1|CPIP
OG0005248	LOC119558293|XP_037727615.1|DSUP	LOC120424566|XP_039444669.1|CPIP
OG0005249	LOC119563456|XP_037732787.1|DSUP	LOC120423659|XP_039443475.1|CPIP
OG0005250	LOC119548789|XP_037712289.1|DSUP	LOC120423673|XP_039443492.1|CPIP
OG0005251	LOC119546788|XP_037709273.1|DSUP	LOC120418290|XP_039436551.1|CPIP
OG0005252	LOC119548683|XP_037712055.1|DSUP	LOC120418314|XP_039436577.1|CPIP
OG0005253	LOC119546753|XP_037709211.1|DSUP	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP
OG0005254	LOC119546862|XP_037709392.1|DSUP	LOC120422990|XP_039442534.1|CPIP
OG0005255	LOC119548011|XP_037711008.1|DSUP	LOC120422984|XP_039442528.1|CPIP
OG0005256	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP	LOC120422989|XP_039442533.1|CPIP
OG0005257	LOC119548013|XP_037711010.1|DSUP	LOC120422991|XP_039442536.1|CPIP
OG0005258	LOC119547437|XP_037710226.1|DSUP	LOC120413542|XP_039430354.1|CPIP
OG0005259	LOC119546502|XP_037708746.1|DSUP	LOC120413545|XP_039430359.1|CPIP
OG0005260	LOC119546504|XP_037708749.1|DSUP	LOC120413560|XP_039430373.1|CPIP
OG0005261	LOC119547448|XP_037710237.1|DSUP	LOC120413537|XP_039430346.1|CPIP
OG0005262	LOC119547191|XP_037709855.1|DSUP	LOC120421103|XP_039440183.1|CPIP
OG0005263	LOC119548282|XP_037711375.1|DSUP	LOC120413586|XP_039430415.1|CPIP
OG0005264	LOC119563210|XP_037732434.1|DSUP	LOC120413587|XP_039430419.1|CPIP
OG0005265	LOC119546970|XP_037709544.1|DSUP	LOC120413588|XP_039430421.1|CPIP
OG0005266	LOC119546023|XP_037707964.1|DSUP	LOC120420136|XP_039439025.1|CPIP
OG0005267	LOC119546883|XP_037709425.1|DSUP	LOC120422937|XP_039442453.1|CPIP
OG0005268	LOC119547915|XP_037710881.1|DSUP	LOC120422741|XP_039442219.1|CPIP
OG0005269	LOC119546969|XP_037709542.1|DSUP	LOC120422916|XP_039442424.1|CPIP
OG0005270	LOC119547951|XP_037710928.1|DSUP	LOC120423189|XP_039442826.1|CPIP
OG0005271	LOC119545927|XP_037707773.1|DSUP	LOC120422309|XP_039441634.1|CPIP
OG0005272	LOC119548202|XP_037711260.1|DSUP	LOC120422971|XP_039442501.1|CPIP
OG0005273	LOC119547379|XP_037710133.1|DSUP	LOC120414084|XP_039431040.1|CPIP
OG0005274	LOC119547310|XP_037710036.1|DSUP	LOC120414062|XP_039431017.1|CPIP
OG0005275	LOC119548677|XP_037712049.1|DSUP	LOC120414058|XP_039431009.1|CPIP
OG0005276	LOC119547236|XP_037709943.1|DSUP	LOC120414081|XP_039431036.1|CPIP
OG0005277	LOC119547232|XP_037709926.1|DSUP	LOC120414096|XP_039431053.1|CPIP
OG0005278	LOC119550462|XP_037715075.1|DSUP	LOC120414093|XP_039431051.1|CPIP
OG0005279	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP	LOC120414100|XP_039431057.1|CPIP
